Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-03-16,The Government is fully vigilant about the situation due to COVID-19 Novel Coronavirus . Across ministries &amp; states  multiple steps have been proactively taken to ensure safety of all. These steps are wide-ranging  from suspension of Visas to augmenting healthcare capacities.,Bihar,anger
2020-03-16,@narendramodi sir my Twitter friends from Different country saying that India is dealing #CoronaVirus outbreak way better than their countries.. feeling proud with 1.2 billion (Shaheen bagh team and some other excluded). Thank you @narendramodi ji ,Bihar,surprise
2020-03-16,Surely Sir  We read and follow. Appreciate your govt for prompt action to fight against #Coronavirus  which shows that your govt is committe to save lives of every Indian.Thank you sir for everything  which you are doing for us. We are blessed to have you.#IndiaFightsCoronavirus,Bihar,surprise
2020-03-16,Worldwide cases #coronavirus Coronavirus cases - 162 519 Deaths - 6 068 Recovered - 75 968 Active cases Currently infected- 80 483 Closed cases - 82 036 In India Total cases - 108 New cases - +8 Total Deaths - 2 Total recovered - 10 Active cases - 96 #coronavirus #COVID19,Chhattisgarh,sadness
2020-03-16,#coronainIndia #coronavirus #coronavirusupdates #coronainfo #drjawaharsurisetti #India surges ahead in monitoring and creating awareness about the day to day status of the #Covid19 and the reasons   statewise data @digitalwellbei4 @Apprison1 http://covidout.in,Chhattisgarh,neutral
2020-03-16,Stay away from misinformation and precautions #IndiaFightsCorona,Chhattisgarh,anger
2020-03-16,I leave on a 5pm flight. I’ve been here for a month and a half. Do the current goa coronavirus restrictions stop shiva valley? I figured they would,Goa,surprise
2020-03-16,Stay safe folks Here are some coronavirus precautions by @WHO Do share and spread awareness Be safe #CoronavirusOutbreak #CoronavirusPandemic #COVID19,Goa,neutral
2020-03-16,Prepare. Prevent. But Don't fall into the Panic! . #corona #coronavirus #coronavírus #covıd19 #Covid_19 #panicshopping,Goa,fear
2020-03-16,Wash Hands  Flee from Sick Like a Lion: ISIS Issues Coronavirus Advisory to Terrorists ,Goa,sadness
2020-03-16,This is India #goa #coronavirus #zpelection,Goa,anger
2020-03-16,Let’s just do all we can & follow every advisory issued by @MoHFW_INDIA in view of #GoaZPElections. Remember  prevention is better than cure. @GoaCM @digambarkamat @VijaiSardesai @RohanKhaunte @BJP4Goa #COVID19 #COVIDー19 #CoronaAdvisory #SocialDistancing,Goa,joy
2020-03-16,Stay safe folks Here are some coronavirus precautions by @WHO Do share and spread awareness Be safe #CoronavirusOutbreak #CoronavirusPandemic #COVID19 ,Goa,neutral
2020-03-16,If we stay home  we save the hospital bed for someone who seriously need. That way we save more lives and also reduce the rapid spread of #COVID19. But no one want to follow #INDIA #IndiaFightsCorona #IndiaFightsCoronavirus #CoronavirusOutbreak #Covid19Walkout #Corona #StayAtHome,Goa,neutral
2020-03-16,Prepare. Prevent. But Don't fall into the Panic! . #corona #coronavirus #coronavírus #covıd19 #Covid_19 #panicshopping,Goa,fear
2020-03-16,Our continued endeavor to fight CoVID19. Regularly disinfecting the touch surfaces  fumigation  washroom cleaning on going with lysol2% besides screening of pax. PREVENTION IS BETTER THEN CURE @AAI_Official @MoCA_GoI @MoHFW_INDIA @visrane @aairedwr,Goa,neutral
2020-03-16,Is this not a mass gathering  ppl are asked not to mass gather inorder to be safe from #COVID19india #COVID19 where is the distance ? Government need to set an example to the common ppl ,Goa,neutral
2020-03-16,"A leader should lead by example. You create a picture of what's possible so that people can look at you and say  ""Well  if he can do it  I can do it."" @goacm @visrane @digambarkamat @VijaiSardesai @RohanKhaunte @prudentgoa @goanewshub #Goa #PublicMeeting #COVID19 #CoronaAdvisory",Goa,neutral
2020-03-16,India's External Affairs Ministry should be judged as the Best Ministry ever! #IndiaFightsCorona @MEAIndia,Goa,disgust
2020-03-16,If we stay home  we save the hospital bed for someone who seriously need. That way we save more lives and also reduce the rapid spread of #COVID19. But no one want to follow #INDIA #IndiaFightsCorona #IndiaFightsCoronavirus #CoronavirusOutbreak #Covid19Walkout #Corona #StayAtHome,Goa,neutral
2020-03-16,Yuck ! With or without #CoronaVirus it is disgusting !,Gujarat,disgust
2020-03-16,This is our govt. PM is cancelling his meeting  IPL due to the threat of corona virus but we can give the exam because ofcourse the country wont suffer if one of us dies but the country will suffer if one of the celebs/ministers dies.#SSC_CHSL @abpanandatv @MamataOfficial,Haryana,sadness
2020-03-16,Arvind Kejriwal: Postpone ssc chsl exams due to coronavirus - Sign the Petition! http://chng.it/D6twtVvY via @ChangeOrg_India #sscchsl @PMOIndia @ABPNews @ndtv @sscchief plz read this and postponed ssc exam @Ritu_sidshipper @ohhitshiza @PTHAKUR2907 @Deepshikha666 @Anamika66012147,Haryana,sadness
2020-03-16,Sad to see that people don't realize their duty and it has to be forced upon them time and again. 6 months jail and monetary fine: COVID19 suspects in UP have to pay if they flee quarantine or hide symptoms https://tfipost.com/2020/03/6-months-jail-and-monetary-fine-covid19-suspects-in-up-have-to-pay-if-they-flee-quarantine-or-hide-symptoms/ via @tfipost,Jharkhand,anger
2020-03-16,Tracking coronavirus: Map  data and timeline - ,Punjab,neutral
2020-03-16,1st death caused by coronavirus in Pakistan. Total cases 184. ,Punjab,sadness
2020-03-16,WHAT THE HELL MAN CORONA VIRUS IS DOING EVERYONE PLEASE PRAY NOT PRAY ONLY FOR YOURSELF PRAY FOR ALL THE PEOPLES WHO ARE EFFECTED BY THIS VIRUS BECAUSE TODAYS ARE THEY TOMORROW WOULD BE YOU #coronavirusinpakistan #COVID2019 #CoronavirusOutbreak #PRAY #CoronaAlert,Punjab,joy
2020-03-16,Corona virus has been raging around the world for 8 days but the world has gone crazy but occupied Kashmir ,Punjab,sadness
2020-03-16,In 8 days  the world has gone crazy with the Corona virus  but how many Muslims regret the Indian atrocities in occupied Kashmir? ,Punjab,sadness
2020-03-16,Don't take the coronavirus lightly now. The cases in #Pakistan are increasing rapidly. Follow the precautions strictly and spread right information. Keep social distance . #coronavirusinpakistan #staysafe,Punjab,anger
2020-03-16,Other jobs: Closing because of corona virus My Job: ,Punjab,neutral
2020-03-16,Dude am I the coronavirus? cause nobody wants me,Punjab,sadness
2020-03-16,OUR PRESIDENT !!! GOOD &..ACTIVE PAKISTANI  SENSIBLE PERSON !!! CAN TALK LIKE GOOD FRIENDS AND BROTHERS!!! WITH GREAT CHINESE LEADERS!!! WHO DEFEATED CORONA VIRUS  AND!!! SHOWING FLEXIBILITY TO OUR MUSLIM  CHINESE BROTHERS  TO OFFER PRAYERS &amp; RECITE THE HOLY QURAN!!!,Punjab,joy
2020-03-16,Let's be serious and not go Italian way. Cases of Coronavirus in Pakistan have increased 6 times within last 24 hours. If we do not save ourselves and our fellow citizens than we God forbid can reach a very difficult situation. Be safe  be coutious  ,Punjab,neutral
2020-03-16,Dr the Antidote is called Bilawal.. love to see him visit Taftan in Corona Gown !! Your prog of the day was an excellent expose’ ... Hopefully a balanced Commonsense returns hereafter fm these misplaced Corona Defenders... PTI just became Corona Virus pandemic in ..,Punjab,joy
2020-03-16,Negative effects of social media are far worse than corona virus. No vaccine or antidote is available to cure it.,Punjab,anger
2020-03-16,Touching face can significantly increase the risk of infection with coronavirus.Studies have found that we touch faces more than16 times in an hour. Wearing gloves  less makeup cross hands use contact lense OR keeping Tasbeeah in hand can break the habit. Pray and stay Calm.,Punjab,neutral
2020-03-16,And they(WHO) say we have the best Corona virus response. #coronavirusinpakistan @ImranKhanPTI @zfrmrza @HamidMirPAK,Punjab,disgust
2020-03-16,Good efforts to update #coronavirus victims.,Punjab,joy
2020-03-16,@AnwarLodhi.it seems u r totally oblivious to worst handling of people coming from IRAN at TUFTAN from where corona virus spread in length n breadth of country quarantine facility there was a joke n people fled today's count http://136.it is becoming scary.,Punjab,fear
2020-03-16,*Government announce holidays to avoid corona virus* Students started making plans for trip Government: ,Punjab,sadness
2020-03-16,A great move by @jazzpk in supporting @pid_gov to fight against #CoronaVirus in Pakistan as well as keeping in mind their own People's safety and security. This was need of hour and #Jazzpk is winning the hearts of million of people around Pakistan #fightagainstcorona,Punjab,anger
2020-03-16,I hope IMRAN Khan And his team has prepared an entertaining  rocking and motivational song to stop the pandemic of CoronaVirus!!! #coronavirusinpakistan #COVID2019 #CoronavirusOutbreak,Punjab,joy
2020-03-16,@PresOfPakistan @ArifAlvi arrived in Beijing at a difficult time for the Chinese people to fight against novel coronavirus. This is his first visit to China as President. Long live China-Pakistan friendship! #Chin-Pakistan dosti zindabad! https://twitter.com/zlj517/status/1239574142585909250,Punjab,neutral
2020-03-16,Raising the voice for #IOK in Coronavirus fight should not be taken as political move  IOK people also need the attention of international community in #Anti-Corona fight  Humanity stands at top #SAARC #Pakistan #India #Bangladesh #CoronavirusOutbreak,Punjab,anger
2020-03-16,See full details coronavirus in pakistan click the link https://youtu.be/kpo63EhQwY8 #CoronavirusOutbreak #coronavirusinpakistan #HighRiskCovid19 #COVID2019 #Corona #iFightCorona #Covid19Walkout #Pakistan #coronavirusinpakistan #China #publichealth #PublicSafety #Coronavirus ,Punjab,neutral
2020-03-16,Everyone went berserk when I tweeted that Imran Khan will fight corona virus with posting a handsome picture. Dekhlo ab ,Punjab,neutral
2020-03-16,Pakistan's spike in coronavirus cases raises quarantine concerns ,Punjab,neutral
2020-03-16,Shoaib Akhtar raises #Kashmir issue to take a dig at #India amid #coronavirus outbreak India and #Pakistan's issues surrounding Kashmir have been an everlasting one. #LetKashmirSpeak #StandWithKashmir #ShoaibAkhtar https://www.crictracker.com/shoaib-akhtar-raises-kashmir-issue-to-take-a-dig-at-india-amid-coronavirus-outbreak/,Punjab,sadness
2020-03-16,#LIVE Views of Paris' Champs Elysees and Spain amid #coronavirus outbreak ,Punjab,sadness
2020-03-16,Your 4th @is having corona virus ,Punjab,joy
2020-03-16,Count of confirmed cases of #CoronaVirus exceeds over 100 in Pakistan now. May ALLAH protects us and our beloved ones ,Punjab,sadness
2020-03-16,Mayor goes to washroom in between meeting on corona virus in USA and forgot to remove mic from his tie. ,Punjab,neutral
2020-03-16,No need to be in shock. This is the first time ruling elite of Sindh is actually under threat. Corona virus  unlike hunger in thar or other prevalent crises in Sindh  doesn’t not discriminate between poor and rich. They aren’t doing it for the public  they covering their own ass. ,Punjab,anger
2020-03-16,The Azzan today in Kuwait was changed due to the #coronavirus. Instead of “hayya alas-salah” (come to prayer)  the Mohzin says “al-salatu fi buyutikum” (pray in your homes). This was done in the time of the Prophet Muhammad (ﷺ) during heavy rain and wind. #CoronavirusOutbreak,Punjab,sadness
2020-03-16,This is the federal government response to a global pandemic? I suppose this is what Handsome meant when he said he was ‘personally overseeing’ the response to the coronavirus. ,Punjab,disgust
2020-03-16,Great Dr Nafisa shah sb Your are the only Elected MNA who aware the peoples about Corona virus @ShahNafisa,Punjab,sadness
2020-03-16,Fol that logic why had schools bn closed down .Fanatic maulanas have strted issuing 'fatwa' like fighting against Coronavrus is 'halal'Even US has banned all gatherings schools closed down.We as poor country has no resources to fight Coronavirus but r taking librty with it.,Punjab,anger
2020-03-16,Ministry of health has launched a chatbot to address common concerns on #Coronavirus. You can find labs near you and even do a quick test to assess your risk of #Corona https://www.messenger.com/t/NHSRCOfficial,Punjab,neutral
2020-03-16,Just received my Coronavirus tests. I am glad to tell you that I have been tested Aladeen. #COVID2019,Punjab,joy
2020-03-16,#coronavirus cases are at increase in UK  the elderly with weak immune system &amp; underlying Cardiac renal illness r at risk of death. Will CJ ISB Ather Minallah ask Boris Johnson Govt for guarantee of #NS life? #coronavirusinpakistan,Punjab,sadness
2020-03-16,To prevent the spread of the Corona virus  keep away from people around you or at least keep distance. ,Punjab,disgust
2020-03-16,My second video on Corona Virus Challenge and Advisory #CoronavirusOutbreak #HighRiskCovid19 #CoronaVirusUpdates #StayAtHome #COVID2019 #Corona #sindh #hec,Punjab,neutral
2020-03-16,https://www.youtube.com/watch?v=Vsdvld3jG5w My video on Corona Virus Pakistan Situation #CoronavirusOutbreak #CoronaVirusUpdates #MondayMotivation #COVID2019 #sindh,Punjab,joy
2020-03-16,All hostels of IUB hve ben evacuated for #CoronaVirus suspects from all over the Punjab &amp; converted into Quarantine  Civil Hospital has been evacuated for treatment of such patients. There is still no suspected case of CV in Bwp but Govt is importing CV in Bwp  Devastating ,Punjab,anger
2020-03-16,#COVID2019 #coronavirus Symptons of this epidemic ,Punjab,neutral
2020-03-16,#COVID2019 #coronavirus The given pic is clearly depicting the diff b/w two types of countries  masks vs No Masks ,Punjab,neutral
2020-03-16,CM Sindh @MuradAliShahPPP is proactively responding to #CoronaVirus threat and monitoring all initiatives taken by the sindh Govt. He is the only Provincial CM who is on ground with his ppl  for his ppl. Really commendable ,Punjab,fear
2020-03-16,The Chief Minister  Usman Buzdar  health minister  chief secretary  secretaries of both health departments and the PKLI senior doctor were present in the meeting. #CoronavirusOutbreak #HighRiskCovid19 #CoronaVirus,Punjab,neutral
2020-03-16,3- The section 144 has been imposes for three weeks across the province to prohibit 4- Holding of examinations 5- Religious Congregation 6- Public gatherings 7- And Sports festivals #CoronavirusOutbreak #HighRiskCovid19 #CoronaVirus,Punjab,neutral
2020-03-16,2- The section 144 has been imposed for three weeks across the province to prohibit 1- Hoarding and profiteering of hand sanitizers 2- Opening of all govt & private educational institutes. 3- Marriage / Banquet halls #CoronavirusOutbreak #HighRiskCovid19 #CoronaVirus,Punjab,surprise
2020-03-16,Govt. imposes Section 144 across Punjab to enforce anti-virus measures. #CoronavirusOutbreak #HighRiskCovid19 #CoronaVirus,Punjab,neutral
2020-03-16,To the people who’ve bought all the hand wash / sensitiser leaving empty shelves behind  do they ever realise that to stop coronavirus you need other people wash their hands too!!! #CoronavirusOutbreak #Corona,Punjab,disgust
2020-03-16,Everything has got cancelled because of #Coronavirus except these feelings I have for you. #Copied,Punjab,sadness
2020-03-16,Ball’s in your court. What are YOU gonna do with your time? #Covid_19 #covid19 #coronavirus #StayAtHome #Pakistan RT @debbiediscovers #CoronavirusOutbreak,Punjab,anger
2020-03-16,#BREAKING: After spending 14 days in #Quarantine on Taftan  #Iran border 50 more #Corona patients emerged in #Sukkur. Now 76 #coronavirus cases alone in #Sindh and total 103 across #Pakistan. #CoronaVirusUpdates #CoronavirusOutbreak,Punjab,sadness
2020-03-16,They are the one who wants to sell medicine. To sell antivirus they make virus. Israel and US made corona virus to kill humans. Medina is deserted. Israel will be deserted  and there will be not a single alive jew after killing of dajjal. ,Punjab,anger
2020-03-16,Okay so  how is Coronavirus affecting foreign university admissions/scholarships/study visas?,Punjab,sadness
2020-03-16,UK coronavirus crisis 'to last until spring 2021 and could see 7.9m hospitalised' https://www.theguardian.com/world/2020/mar/15/uk-coronavirus-crisis-to-last-until-spring-2021-and-could-see-79m-hospitalised?CMP=share_btn_tw omg this is terrible.,Punjab,fear
2020-03-16,A big loss for Lahore Qalandars. Chris Lynn won't available for Lahore Qalandars in the remaining campaign. He has joined the list of Aussies who left the #PSLV2020 due to threat of Corona Virus. ,Punjab,fear
2020-03-16,Day 1 of Coronavirus break: up at 7 am as per usual routine ,Punjab,surprise
2020-03-16,The cronavirus kits test are only available with the government  private labs have no same facility and how it is possible that private labs may conduct coronavirus test in their labs? People should aware that private labs are looting public.,Punjab,disgust
2020-03-16,2/2 Please create awareness for those around you & your friends/colleagues. Heading reports of more cases in Lahore including of someone who attended the Raiwand Ijtima. May Allah Protect us all #coronavirus #CoronaVirusUpdates #CoronavirusOutbreak,Punjab,anger
2020-03-16,What I don't understand is why are people still holding weddings  birthday parties  baby showers  Qawali nights & what not. Italians showed the exact same attitude as us. Yesterday they had 3000+ new cases and 450+ deaths. #coronavirus #CoronavirusOutbreak #CoronaVirusUpdates 1/2,Punjab,joy
