Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-06-13,Blood Bank  GMCH  with JDA  GMCH has organized a Blood Donation Camp on occasion of World Blood Donor's Day  14/6/20 in the State-of-the-art Blood Bank  GMCH. I request all of you to donate blood and contribute to saving precious lives this year. #save_lives #coronavirus,Assam,joy
2020-06-13,Extending the commemoration of World Day Against Child Labour as observed on 12th June  let us fight back the practice  especially when vulnerability against children is on the rise due to COVID-19 health pandemic. . . . #muktaakash #nochildlabourday #ForEveryChild,Assam,neutral
2020-06-13,COVID-19: 44 Containment Zones Currently Active in Kamrup Metro Here is the list of areas demarcated as Containment Zones by the Kamrup (M) district authorities which are currently active. ,Assam,fear
2020-06-13,8th Death Recorded in Assam  Active Cases Go up to 1903 Assam recorded its eighth COVID-19 death in Gauhati Medical College &amp; Hospital on June 12. ,Assam,sadness
2020-06-13,We r planning but not confirm till now because covid-19 situation is not good in our stste ....we will tell u people after 20 or 25 june...hope u understand ,Assam,sadness
2020-06-13,After huge protest and raising voice on social media across Assam since weeks  finally BJP Government is forced to step out of their cozy comfortable home in this unplanned lockdown. ,Assam,joy
2020-06-13,Lockdown made you #cinematographer #director #makeupartist kya ???? #Next2Me,Assam,joy
2020-06-13,#askraina How did you spend lockdown days?,Assam,joy
2020-06-13,Brilliant step by Assam Govt to conduct 50 000 Covid19 test in Guwahati city starting from Monday it will give us the clear picture as where the City stands against fighting the pandemic I would myself go for testing thank you @himantabiswa for initiating this step for our safety,Assam,joy
2020-06-13,Extending the commemoration of World Day Against Child Labour as observed on 12th June  let us fight back the practice  especially when vulnerability against children is on the rise due to COVID-19 health pandemic. . . . #muktaakash #nochildlabourday #ForEveryChild,Assam,neutral
2020-06-13,COVID-19: 44 Containment Zones Currently Active in Kamrup Metro Here is the list of areas demarcated as Containment Zones by the Kamrup (M) district authorities which are currently active. ,Assam,fear
2020-06-13,8th Death Recorded in Assam  Active Cases Go up to 1903 Assam recorded its eighth COVID-19 death in Gauhati Medical College &amp; Hospital on June 12. ,Assam,sadness
2020-06-13,We r planning but not confirm till now because covid-19 situation is not good in our stste ....we will tell u people after 20 or 25 june...hope u understand ,Assam,sadness
2020-06-13,Brother Shahid Afridi tested positive for COVID19 coronavirus. May ALLAH Almighty cure you and keep you healthy. May ALLAH cure all those who are infected with coronavirus &amp; May ALLAH keep all of us under His protection and may this pandemic disease settles down soon. (Ameen) ,Bihar,joy
2020-06-13,@RNTata2000 Sir I changed my job in month of March but I didn't join due to corona virus and lockdown all train was cancelled. Now gateway vizag not taking my joining and I Lost my job . I have small family. Plz do something for me,Bihar,sadness
2020-06-13,Government should release next corona tune which must be explaining people to cover mouth and nose from masks not the chin. #Government #Namo #coronavirus #coronatune @narendramodi #APPEAL,Bihar,disgust
2020-06-13,Today we have send 20 migrants Worker From Delhi to bihar with the support of @Shouryaroy1179 and Migrants Travel Support team my sincerely thanks to Shaurya bhaiya and their team.for this great initiative against COVID 19. ,Bihar,anger
2020-06-13,#SanwartaJeevan Several schemes of the Modi Govt has played a crucial role in reaching out to the poor and vulnerable at the click of a button even during COVID-19. Find out how on https://bit.ly/37pB5yo via NaMo App,Bihar,neutral
2020-06-13,#SanwartaJeevan Several schemes of the Modi Govt has played a crucial role in reaching out to the poor and vulnerable at the click of a button even during COVID-19. Find out how on https://bit.ly/37pB5yo via NaMo App,Bihar,neutral
2020-06-13,@PMOIndia sir in covid -19 situation hospital bed charges fixed by goverment because large no. of patient are coming days so how can people take http://treatment.so do something for this.,Bihar,disgust
2020-06-13,Many times I tried to contact your customer support   but disappointed . COVID-19 has become a prime reason to avoid customers @RBLBankCares,Bihar,sadness
2020-06-13,Many times I tried to contact your customer support   but disappointed . COVID-19 has become a prime reason to avoid customers,Bihar,sadness
2020-06-13,@narendramodi Hello Modi je as i see  people need your motivational speech on the basis of covid-19. Please try to come live again. Thank you. #come_live_modije,Bihar,joy
2020-06-13,Sir  Why you are so Scared about Lockdown ? It was really necessary for our Nation &amp; also it will. #JaanVJahaanV,Bihar,fear
2020-06-13,@RNTata2000 Sir I changed my job in month of March but I didn't join due to corona virus and lockdown all train was cancelled. Now gateway vizag not taking my joining and I Lost my job . I have small family. Plz do something for me,Bihar,sadness
2020-06-13,3 months to meet best friend due to #Lockdown. #BestFriends #LovingDay,Bihar,joy
2020-06-13,Today we have send 20 migrants Worker From Delhi to bihar with the support of @Shouryaroy1179 and Migrants Travel Support team my sincerely thanks to Shaurya bhaiya and their team.for this great initiative against COVID 19. ,Bihar,anger
