Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-05-09,New York City is readying 1 200 hotel rooms with laundry service and meals as part of the city’s coronavirus testing and tracing efforts ,Chennai,surprise
2020-05-09,Corona is very descent it can enter any religious place  But Not Liquor(wine)Shops. #CoronavirusLiar #Covid_19 #COVID19 #Covid_19india #coronavirus #corona #COVID19India #LiquorShops #liquor #LiquorShop #LiquorFreeIndia #wineshops #Ban_Liquor_In_India #sharabmuktbharat #alcohol,Chennai,disgust
2020-05-09,At least two people have died in separate avalanches in northern Italy on the first weekend Italians have been allowed to venture far afield after a two-month coronavirus lockdown. #Italy #naturaldisaster,Chennai,surprise
2020-05-09,How bad will the coronavirus recession be? | DW News ,Chennai,sadness
2020-05-09,Happy Nurse Week On behalf of @verhogen For Business Inquires: Contact@verhogen.in #nurseweek #nurselife #nursesrocks #nurseforlife #healthcare #healthcareprofessional #healthcareheroes #coronavirus #covid19 #coronavirusoutbreak #medicalbilling #verhogen_technology_solutions,Chennai,joy
2020-05-09,Happy Nurse Week On behalf of @verhogen For Business Inquires: Contact@verhogen.in #nurseweek #nurselife #nursesrocks #nurseforlife #healthcare #healthcareprofessional #healthcareheroes #coronavirus #covid19 #coronavirusoutbreak #medicalbilling #verhogen_technology_solutions,Chennai,joy
2020-05-09,Elon Musk says Tesla will ‘immediately’ leave California after coronavirus shutdowns forced the company to close its main car factory ,Chennai,anger
2020-05-09,#WHO helped #China to cover up #Coronavirus Outbreak #GermanIntelligence,Chennai,neutral
2020-05-09,A fire at a Moscow hospital treating people infected by the new coronavirus killed one patient and forced the evacuation of about 200 others. #Russia #Coronavirus #COVID19,Chennai,neutral
2020-05-09,Ye pappu ni sudhrega Actually I guess he should join TikTok Lmao.. #coronavirus #tiktokers,Chennai,joy
2020-05-09,@secularmiyabha3 If you're a Muslim  you cannot go out and buy essential food for your family during #coronavirus lockdown! You risk being brutally attacked like Imran #Islamophobia_In_India #StopTargetingMuslim,Chennai,anger
2020-05-09,@LadyVelvet_HFQ If you're a Muslim  you cannot go out and buy essential food for your family during #coronavirus lockdown! You risk being brutally attacked like Imran #Islamophobia_In_India #StopTargetingMuslim,Chennai,anger
2020-05-09,And finally the chinese born corona virus has taught the world what is International politics,Chennai,neutral
2020-05-09,@MJALSHRIKA If you're a Muslim  you cannot go out and buy essential food for your family during #coronavirus lockdown! You risk being brutally attacked like Imran #Islamophobia_In_India #StopTargetingMuslims @UNHRC #oic #UNHRW @internationalcriminalcourt @royalcourtofjustice,Chennai,anger
2020-05-09,Microwave steriliser to disintegrate novel Coronavirus developed ,Chennai,neutral
2020-05-09,Life after Corona. #coronavirus #IT #Business #Engineers,Chennai,anger
2020-05-09,Elon Musk says Tesla will ‘immediately’ leave California after coronavirus shutdowns forced the company to close its main car factory ,Chennai,anger
2020-05-09,more we learn about the coronavirus  the more questions arise. We are learning while we are sailing...commentators..without much insight  criticize scientists..policymakers trying hard to get the epidemic under control. That’s very unfair...  ,Chennai,anger
2020-05-09,A lovely article about how Kerala and Vietnam have handle the #Coronavirus pandemic using simple tools and methods. A nice read and could be an eye opener for other states on ways to deal with the current scenario. #Covid_19,Chennai,joy
2020-05-09,Top story: Hiltzik: Coronavirus feeds on our tolerance for mass murder - Los Angeles Times https://www.latimes.com/business/story/2020-05-08/coronavirus-and-american-tolerance-for-mass-deaths  see more http://tweetedtimes.com/media/latimes/business?s=tnp,Chennai,anger
2020-05-09, Contact for more details : 9884342395 #marketcrash #marketdown #fibonacci #Crude #covid19 #Coronavirus #china #Profit #Usoil #Earn #work #Parttime #earning #Tips #Calls #Secrets #sbin #hdfc #axis #sbei #nse #stock #yesbank #icici #kotak #usa #banks,Chennai,neutral
2020-05-09,If Work from Home becomes an approved model for the future for a large part of our work force  then we will not only breathe in fresh air but also a sigh of relief #COVID #Covid_19 #COVIDIOTS #COVID19Aus #coronavirus #coronavirusinindia #COVIDー19,Chennai,surprise
2020-05-09,4 more dies of coronavirus  526 new cases reported in TN today https://navjeevanexpress.com/4-more-dies-of-coronavirus-526-new-cases-reported-in-tn-today/,Chennai,sadness
2020-05-09,I am not able to wash my hands of the responsibility of washing my hands. #COVID19 #COVIDIOT #Covid_19 #COVIDIOTS #coronavirus #coronavirusinindia #Corona,Chennai,disgust
2020-05-09,This insight of coronavirus by an eminent virologist who himself got COVID is the final nail on the coffin of Herd immunity. Sweden is playing Russian roulette with more than one bullet in the gun. ,Chennai,surprise
2020-05-09,We have to sign a mutual agreement with corona virus,Chennai,surprise
2020-05-09,Coronavirus: US unemployment claims hit 26.4 million amid virus – BBC News ,Chennai,neutral
2020-05-09,Opportunities are everywhere. But I'm disguise. Reveal each one  to create your own story. COVID 19 is one too. #COVID19 #lockdownuk #coronavirus,Chennai,anger
2020-05-09,#Rajasthan New Cases - 129 Total Cases - 3708 #RajasthanCoronaUpdate #RajasthanFightsCorona #Covid_19 #coronavirus ,Chennai,joy
2020-05-09,80% of the #Coronavirus cases in India are reported by these 7 states/UTs 1. #Maharashtra 2. #Gujarat 3. #Delhi 4. #TamilNadu 5. #Rajasthan 6. #MadhyaPradesh 7. #UttarPradesh,Chennai,anger
2020-05-09,@realDonaldTrump can pay for the HEAVEN come to real. @realDonaldTrump will decide the future of America &amp; will guide other countries to follow the America that is clearly showing by #Corona_Virus...,Chennai,disgust
2020-05-09,BBC News - Coronavirus: Six killed in clashes at Afghanistan food aid protest ,Chennai,neutral
