Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-06-22,Officials confirm coronavirus transmission in Guwahati  1 more dies of Covid-19 Gauhati Medical College and Hospital (GMCH) superintendent Abhijit Sarma said a woman (61) from the city's Pandu was brought dead to the hospital on Sunday.Later  she was found coronavirus positive. ,Assam,sadness
2020-06-22,Corona virus has devastating effects on all sections of society  but still govt is turning deaf to students demands. This is highly unacceptable. #NoExamsInCovid,Assam,sadness
2020-06-22,141 Containment Zones Currently Active in Kamrup (M) With many more positive cases of the novel coronavirus reported from the city  141 Containment Zones are currently active in Kamrup (M). ,Assam,fear
2020-06-22,The campaign #MeriAwaaz is giving a platform to the student's community to speak their heart and mind out regarding Post Covid World:Challenges and Opportunities.Hear what a student from Dibrugarh district of Assam says from #MeriAwaaz platform. @Neerajkundan @anushesh_sharma,Assam,sadness
2020-06-22,NSUI is giving a platform to students to speak their minds and give practical suggestions to people in power about Post Covid World &amp; The Challenges we could face.Hear what a student from Nagaon district of Assam says from #MeriAwaaz platform. @anushesh_sharma @Neerajkundan,Assam,neutral
2020-06-22,NSUI Assam demands promotion of all students in Assam due to COVID-19 pandemic.Assam NSUI Incharge Sjt. @anushesh_sharma also stated that if the government fails to do so they might come to the streets to agitate. @guptar @Neerajkundan,Assam,sadness
2020-06-22,Yes sir ..most of .final year student are suffering .....those exam was held in March month ....so final year student need promotion ...becouse of CoViD 19,Assam,joy
2020-06-22,Covid-19: Man in home quarantine found dead in Assam The man was under home isolation in the lodge since June 19 after he had completed the mandatory seven-day institutional quarantine at a facility in Chagalia in Dhubri district following his entry to Assam from neighbourin… ,Assam,sadness
2020-06-22,Covid-19: Assam trying to deliver swab test reports within 48 hours The Assam government is pushing hard to deliver swab sample reports within 48 hours of collection.This comes after allegations came up that the state government was taking 5-7 days to deliver these reports. ,Assam,anger
2020-06-22,Officials confirm coronavirus transmission in Guwahati  1 more dies of Covid-19 Gauhati Medical College and Hospital (GMCH) superintendent Abhijit Sarma said a woman (61) from the city's Pandu was brought dead to the hospital on Sunday.Later  she was found coronavirus positive. ,Assam,sadness
2020-06-22,Good to see them sensitive about situation  hope this solidarity shown to buyers as well. @NEFOMAncr @FightForRERAInd COVID-19 impact: After builders  homebuyers offer unfinished apartments to be used as quarantine facilities @moneycontrolcom,Assam,joy
2020-06-22,Moral of the story: Chinese government (Covid Govt) is under tremendous pressure. एक-एक को चुन-चुन कर मारूंगा #Chinese,Assam,neutral
2020-06-22,NSUI is giving a platform to students to speak their minds and give practical suggestions to people in power about Post Covid World &amp; The Challenges we could face.Hear what a student from Nagaon district of Assam says from #MeriAwaaz platform. @anushesh_sharma @Neerajkundan,Assam,neutral
2020-06-22,Most of them are tested man subject to guidelines. Maybe second point is true. But at the same time medical staffs are overworked. Also report can't be sure shot thing as you know COVID has incubation period of 28 days. Isnt it too much to ask from the govt to keep tab for 28 day,Assam,joy
2020-06-22,Now if China withdraws Vivo and oppo  Modi has a lot to lose. God help him if the deals were murky. With @RahulGandhi raising issues of Chinese trying to take over strategic assets during #Covid_19  Govt had to ban such attempts. So India is today trapped open for arm twisting.,Assam,sadness
2020-06-22,Yes apply for covid pass ...,Assam,anger
2020-06-22,Sir  I think Requre lockdown all Kamrup urban &amp; kamrup rural,Assam,anger
2020-06-22,NSUI Assam demands promotion of all students in Assam due to COVID-19 pandemic.Assam NSUI Incharge Sjt. @anushesh_sharma also stated that if the government fails to do so they might come to the streets to agitate. @guptar @Neerajkundan,Assam,sadness
2020-06-22,Yes sir ..most of .final year student are suffering .....those exam was held in March month ....so final year student need promotion ...becouse of CoViD 19,Assam,joy
2020-06-22,Covid-19: Man in home quarantine found dead in Assam The man was under home isolation in the lodge since June 19 after he had completed the mandatory seven-day institutional quarantine at a facility in Chagalia in Dhubri district following his entry to Assam from neighbourin… ,Assam,sadness
2020-06-22,Covid-19: Assam trying to deliver swab test reports within 48 hours The Assam government is pushing hard to deliver swab sample reports within 48 hours of collection.This comes after allegations came up that the state government was taking 5-7 days to deliver these reports. ,Assam,anger
2020-06-22,Officials confirm coronavirus transmission in Guwahati  1 more dies of Covid-19 Gauhati Medical College and Hospital (GMCH) superintendent Abhijit Sarma said a woman (61) from the city's Pandu was brought dead to the hospital on Sunday.Later  she was found coronavirus positive. ,Assam,sadness
