Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-06-24,"Corona virus is d sole cause of more thn millions of murders nd unemployment. Who is responsible ⁴ the death of millions of people? Who is responsible ⁴ millions of children orphaned? Who is responsible ⁴ the millions of people lost their jobs? ""Killer of Humanity "" ",Assam,disgust
2020-06-24,@himantabiswa hello sir  sometime I worry about my life for covid-19 but your hardwork make me feel safe.But when i think about my future I scared bcs of my uncertain study. University doesn’t give us any clarification on our classes and exam.I scared about exam without classes. ,Assam,fear
2020-06-24,Patanjali Has Claimed To Have Found Out The Medicines For Covid-19 ,Assam,neutral
2020-06-24,Ayush minister ...not given permission ...as per news ...it's not covid 19 ..medicine ....it's just for immunity booster,Assam,neutral
2020-06-24,God is working extra time in Covid situation so we are on our own.,Assam,sadness
2020-06-24,NSUI is giving a platform to students to speak their minds and give practical suggestions to people in power about Post Covid World &amp; The Challenges we could face.Hear what a student from Barpeta district of Assam says from #MeriAwaaz platform. @anushesh_sharma @Neerajkundan,Assam,neutral
2020-06-24,As Covid-19 scare grapples the whole country  Yoga is one way you can naturally boost your immunity without having to step out of your home during lockdown. . . . #muktaakash #yoga #postures #foreverychild,Assam,fear
2020-06-24,14-day total lockdown in 11 wards of Guwahati to check Covid-19 spread ,Assam,joy
2020-06-24,Assam: One of 800 attendees at Jorhat wedding tests positive for Covid-19 ,Assam,joy
2020-06-24,COVID-19 and Cyber Crimes Against Women #covid19 #cybercrime #women #cyber #cybersecurity #cyberattack #cyberdefense https://gauravupadhyayips.blogspot.com/2020/06/covid-19-and-cyber-crimes-against-women.html,Assam,anger
2020-06-24,Jio mart has great offers on biscuits  maggies  flavoured juice  chocolate & candies.. Do check it guys you can enjoy your lockdown with these stuff at a lesser rate. #stayhome #staysafe.,Assam,joy
2020-06-24,As Covid-19 scare grapples the whole country  Yoga is one way you can naturally boost your immunity without having to step out of your home during lockdown. . . . #muktaakash #yoga #postures #foreverychild,Assam,fear
2020-06-24,14-day total lockdown in 11 wards of Guwahati to check Covid-19 spread ,Assam,joy
2020-06-24,Assam: Lockdown saved the country  says JP Nadda ,Assam,neutral
2020-06-24,Ward-Specific Lockdown Period Revised to 14 Days Assam State Disaster Management Authority (ASDMA) revised the previous order of ward-specific lockdown. ,Assam,surprise
2020-06-24,7 Wards Identified as Hot Spots in Guwahati  Possibility of Ward-Wise Lockdown 7 wards in Guwahati are demarcated as hot spots of COVID19. ,Assam,neutral
2020-06-24,@himantabiswa hello sir  sometime I worry about my life for covid-19 but your hardwork make me feel safe.But when i think about my future I scared bcs of my uncertain study. University doesn’t give us any clarification on our classes and exam.I scared about exam without classes. ,Assam,fear
2020-06-24,Patanjali Has Claimed To Have Found Out The Medicines For Covid-19 ,Assam,neutral
2020-06-24,We would like to thank Assam NSUI activists for their campaign to promote students without exams. This was the much needed campaign. Students are the most affected yet unheard community   due to Covid19. #WaiveFeePromoteStudents #NoExamsInCovid,Assam,sadness
2020-06-24,Ayush minister ...not given permission ...as per news ...it's not covid 19 ..medicine ....it's just for immunity booster,Assam,neutral
2020-06-24,The problem lies in the fact that he claimed It cures #COVID19 before examining Well we all wld be proud if it turns out to be fruitful But it wld b embarrassing if its doesn't work what it claims Imagine even ayush ministry stopped them frm advertising it ,Assam,neutral
2020-06-24,As Covid-19 scare grapples the whole country  Yoga is one way you can naturally boost your immunity without having to step out of your home during lockdown. . . . #muktaakash #yoga #postures #foreverychild,Assam,fear
2020-06-24,14-day total lockdown in 11 wards of Guwahati to check Covid-19 spread ,Assam,joy
2020-06-24,Assam: One of 800 attendees at Jorhat wedding tests positive for Covid-19 ,Assam,joy
2020-06-24,COVID-19 and Cyber Crimes Against Women #covid19 #cybercrime #women #cyber #cybersecurity #cyberattack #cyberdefense https://gauravupadhyayips.blogspot.com/2020/06/covid-19-and-cyber-crimes-against-women.html,Assam,anger
2020-06-24,7 Wards Identified as Hot Spots in Guwahati  Possibility of Ward-Wise Lockdown 7 wards in Guwahati are demarcated as hot spots of COVID19. ,Assam,neutral
2020-06-24,@BBCHindi ELECTION COMMISSION of India should postpone assembly election because of CORONAVIRUS. People life is not safe.,Bihar,anger
2020-06-24,#IndiaFightsCorona India is putting up a spirited fight against COVID-19 . Read more on https://bit.ly/2MVzG95 via NaMo App,Bihar,neutral
2020-06-24,Sri Lanka Suspends Sign On/Off After 29 Seafarers Arriving From India Test +ve For COVID https://wherelessismore.com/seafarers-arriving-from-india-test-ve-for-covid-in-sri-lanka/ via @WhereLessIsMore,Bihar,neutral
2020-06-24,#IndiaFightsCorona Find out more on how India under PM Modi’s leadership has tackled COVID-19 https://bit.ly/2MVzG95 via NaMo App,Bihar,neutral
2020-06-24,It's like Covid is saying us  Hey Insan  Focus on Learning not on Earning Degree!,Bihar,joy
2020-06-24,So  it has also been proved by the Covid that there is no relevance of Degree!!!,Bihar,surprise
2020-06-24,There is no lockdown here  at me,Bihar,neutral
2020-06-24,During the lockdown  student's have already gone through a mental pressure by locking themselves in their homes. And now the notice of exams is adding the pressure. exams in this condition would not be in favour of students.@BiharCMOffice @NitishKumar #CarelessAKU @DrRPNishank,Bihar,fear
2020-06-24,"________'in ______""the______""lockdown"" _______""period"" ",Bihar,anger
2020-06-24,As the good news comes  people from delhi change this good news into bad news by tearing the lockdown and social distance apart. ,Bihar,sadness
2020-06-24,#IndiaFightsCorona India is putting up a spirited fight against COVID-19 . Read more on https://bit.ly/2MVzG95 via NaMo App,Bihar,neutral
2020-06-24,#cbsecancelexam #CbseExams2020 #AnuragTyagiClasses exam ko cancel kroo ...... hme jaan pyri hai jb tk desh me #COVID19 hai tb exam na le please baseboard,Bihar,sadness
2020-06-24,#IndiaFightsCorona Find out more on how India under PM Modi’s leadership has tackled COVID-19 https://bit.ly/2MVzG95 via NaMo App,Bihar,neutral
2020-06-24,Corona virus ko WhatsApp University wale bol rahe hai simple sa flu...,Goa,neutral
2020-06-24,Coronavirus in Goa: HSS teachers oppose being called to work ,Goa,neutral
2020-06-24,Pilots Discussed Coronavirus  Ignoring Alerts Before Pakistan Crash  Officials Say http://dlvr.it/RZHs6m,Goa,neutral
2020-06-24,"We reviewed prevention and treatment strategies for Covid-19. Published in ""Pathogens"" #covid19 #pandemic #coronavirus ",Goa,neutral
2020-06-24,Are states in #India testing enough compared to the size of their #Corona virus outbreaks? How many has enough cash to get through this Crisis?,Goa,neutral
2020-06-24,First handle coronavirus...save your skin  bach gayi to dekheinge ye vohi purani rant baad main,Goa,surprise
2020-06-24,Corona virus after #Coronil got benched #RamdevCoronaCure,Goa,joy
2020-06-24,Is there any patient who has contracted the virus for the second time after a complete recovery?#coronavirus #COVID19,Goa,neutral
2020-06-24,Atleast Corona Virus believes in equality ,Goa,surprise
2020-06-24,Patanjali Ayurved  Ramdev  Balkrishna  all the TV anchors and channels who advertised this as a cure for coronavirus must be held legally liable! @asci @PrakashJavdekar @information,Goa,anger
2020-06-24,"An official at the Uttarakhand governments Ayurveda department has said the office issued license to Baba Ramdevs Patanjali Ayurved for ""immunity booster  cough and fever "" but the company didnt mention coronavirus in its application. Pls investigate.",Goa,sadness
2020-06-24,"An official at the Uttarakhand governments Ayurveda department has said the office issued license to Baba Ramdevs Patanjali Ayurved for ""immunity booster  cough and fever "" but the company didnt mention coronavirus in its application.",Goa,disgust
2020-06-24,"An official at the Uttarakhand governments Ayurveda department has said the office issued license to Baba Ramdevs Patanjali Ayurved for ""immunity booster  cough and fever "" but the company didnt mention coronavirus in its application. #cornilscam",Goa,disgust
2020-06-24,"We will not allow these products to enter Goa @visrane An official at Uttarakhand governments Ayurveda dept said the office issued license to Baba Ramdevs Patanjali Ayurved for ""immunity booster  cough and fever "" the company didnt mention coronavirus in its application. #coronil",Goa,neutral
2020-06-24,"An official at the Uttarakhand governments Ayurveda department has said the office issued license to Baba Ramdevs Patanjali Ayurved for ""immunity booster  cough and fever "" but the company didnt mention coronavirus in its application. #coronilscam",Goa,disgust
2020-06-24,"An official at the Uttarakhand government’s Ayurveda department has said the office issued license to Baba Ramdev’s Patanjali Ayurved for ""immunity booster  cough and fever "" but the company didn’t mention coronavirus in its application.",Goa,disgust
2020-06-24,"An official at the Uttarakhand government’s Ayurveda department has said the office issued license to Baba Ramdev’s Patanjali Ayurved for ""immunity booster  cough and fever "" but the company didn’t mention coronavirus in its application.",Goa,disgust
2020-06-24,#coronavirus has no discriminaton .In #vasco #goa it has infected #doctor #nurse #parishpriest #muncipality chairperson/councillor business man n general http://public.So dear friends pl wear masks n keep #SocialDistancing. #staysafe #GoaFightsCOVID19 #CoronaUpdates,Goa,anger
2020-06-24,Patanjali 'didn't mention coronavirus' in Coronil application  says license officer,Goa,neutral
2020-06-24,Can't predict for how long #Coronavirus will stay in India  follow social distancing  use mask &amp; sanitizers: @DrPramodPSawant WATCH: https://youtu.be/jgeWpxdNLB8,Goa,anger
2020-06-24,Whole world should unite against China. Soon chinese will pay for their aggression and coronavirus crisis. #BoycottChina,Goa,neutral
2020-06-24,Coronavirus | Man from Ambur arrested for claiming to have a homeopathic cure Welcome to New India ! Different laws for different people ! WOH HAI TOH MUMKIN HAI ! Why is Baba Ramdev NOT ARRESTED ? ,Goa,anger
2020-06-24,"I propose  all the Bhakts who have #Corona virus should be sent directly to Baba Ramdev's facilities to get cured by #CORONIL Allopathy and Homeopathy treatment is ""less effective"" and should be given only to ""non-Bhakts"" or ""anti-Nationals"". #CORONILBaba #coronilTablet",Goa,neutral
2020-06-24,Condoms have 98% effectiveness Polio vaccine has 99% effectiveness . . But Baba Ramdev's coronil has 100% recovery rate in curing the corona virus.( So he claims ) Remember Baba Ramdev once wanted to cure homosexuality... Just gonna leave that there.,Goa,neutral
2020-06-24,4 new #COVID19 cases in #Chicalim  COVID +ve number rise to 20! WATCH: https://youtu.be/Ny5zIb5g0cw #Goa #GoaNews #Coronavirus ,Goa,joy
2020-06-24,It's just plain old #Stupidity. It's the same here in #Goa as well. I guess people think they are descendants of Superman. #Kryptonite is their only Achilles Heel. Yeh #CoronaVirus kya cheez hai?,Goa,anger
2020-06-24,#PatanjaliAyurved has claimed that the newly developed medicines can cure #coronavirus infection within 3-7 days.The kit launched by Patanjali contains #coronilTablet   #swasritablets n an oil. @Ramdevbabagi @Ach_Balkrishna @Republic_Bharat @indiatvnews,Goa,anger
2020-06-24,Love is giving me more business in the time of covid. I'm making an animation  and a comic book and several illustrations this month for client's significant others. ,Goa,joy
2020-06-24,Covid fears dampen Sao Joao festivities across state ,Goa,fear
2020-06-24,Garbage piles up at Colva Covid care centre  patients forced to live with waste ,Goa,disgust
2020-06-24,‘Prayer session in Ambelim chapel point of Covid spread’ ,Goa,neutral
2020-06-24,When will this #COVID__19 situation end? When will life become normal again? When will these questions stop buzzing in my head? ,Goa,anger
2020-06-24,Covid is here to stay ? ,Goa,neutral
2020-06-24,"We reviewed prevention and treatment strategies for Covid-19. Published in ""Pathogens"" #covid19 #pandemic #coronavirus",Goa,neutral
2020-06-24,@moayush @yogrishiramdev Plz have look on Coronil Tablets of Patanjali.. Do all the test of this Ayurveda Medicine and information us weather this medicine will work or not against the Covid 19.. Plz do not waste the time...,Goa,anger
2020-06-24,Last two Days Goa has seen 137 Covid 19 Recoveries  All Credit to Hard working Covid Warriors  Hon. CM @DrPramodPSawant  Hon. Health Minister Ji @visrane GoaFightsCovid19,Goa,neutral
2020-06-24,3 persons including two servants and a barber attached to casualty of #GMC test positive for #COVID-19 infection.,Goa,joy
2020-06-24,Goa's tally of active cases of Covid-19 dropped to 660 as 84 patients were cured. 42 new cases of Covid-19 were reported from various parts of the State@TOIGoaNews#,Goa,joy
2020-06-24,After getting a decent package in college placements  I started feeling confident and a bit proud about how I've been able to set myself up to such a level that I won't really have a lack of money through my life. Then boom covid happens.(1/2),Goa,sadness
2020-06-24,I would like to take this moment in appreciating the efforts of our corona warriors. It is because of their marvellous contribution our state has managed to treat the COVID positive patients successfully,Goa,joy
2020-06-24,We should appreciate @goacm working towards society during #COVID__19 and also reviving Goa's economy,Goa,sadness
2020-06-24,COVID-19: 42 new infections  84 cured  tally 951 https://goanewshub.com/covid-19-42-new-infections-84-cured-tally-951/ via @@goanewshub,Goa,joy
2020-06-24,Hello  really appreciate initiative of locking down RSC 17 lane in Charkop sector 1  kandivali west. to control covid.But problem is it’s one way residential lane which holds approx 20 mhada societies and around thousands of people. Since theyve blocked the lane with pillars.,Goa,anger
2020-06-24,Are you following our ongoing coverage of how the marginalised communities across #India are coping with the lockdown and its after-effects? If not  here is a playlist to get you started: https://www.youtube.com/playlist?list=PL60GAnFL6tn3Sjv00VYUfHIc8Ums3ji5v __ #covid19 #covid_19 #coronavirusnews #coronavirusupdates,Goa,joy
2020-06-24,#Covid_19 status in Goa: 84 patients recovered. 42 new patients recorded today; new cases reported in Sal in Bicholim  Kundaim and Sanquelim,Goa,joy
2020-06-24,GST on basic items to fight Covid-19 is 18 %. Just for information,Goa,anger
2020-06-24,#GoanewsFlash: CURING &amp; SPREADING: Covid +ves cured 84 more (Total 289)  fresh cases 42  total active 660. Kundaim 1 &amp; Sal/Bicholim 1 found. Sankhli 3 (4)  Ambelim 6 (21)  Morlem 2 (21)  Baina 2 (39)  Sada 1 (51). 1113 reports awaited. http://goanews.com,Goa,sadness
2020-06-24,#Golmaalagain to release in New Zealand!! Just let me warm y'all it's worse than #COVID__19 #NewZealand,Goa,disgust
2020-06-24,Goa reports 42 new COVID-19 cases in the last 24 hours. At the same time  84 COVID patients recovered from the disease on Wednesday. ,Goa,joy
2020-06-24,Covid19 is a hundreds of trillion industry. A paltry drug with 60-65 per cent efficacy works in treating and preventing covid infection in the integrated therapy. But Swami Ramdevji has upset the vested interest within powers that be.,Goa,surprise
2020-06-24,42 new #COVID__19 cases reported today  84 cases have recovered  active cases dropped to 660 #Goa #Health #COVID__19 #COVID19India,Goa,sadness
2020-06-24,When #COVID__19 cases are increasing day by day. @BJP4Goa Mapusa Mandal busy distributing pamphlets on one year completion of @narendramodi Govt. #SocialDistancing gone for a toss! Mr @narendramodi can you guide your local BJP workers to follow social distancing!,Goa,neutral
2020-06-24,Recovery of 137 active #COVID__19 positive cases in the last 2 days is a reflection of the hard work &amp; efforts of our frontline corona warriors  &amp; robust healthcare infrastructure that has been set up in the state. Similar number of recoveries are expected in coming days: @goacm,Goa,disgust
2020-06-24,The other side of COVID-19 in Goa ; Sharda Mandir High School laments ,Goa,sadness
2020-06-24,Update: All the relatives are tested negative for Covid-19 but  have been instructed for 7 day's home quarantine. Everyone is doing just fine Thank you for all the concern Twitter Fam ,Goa,joy
2020-06-24,Part time barber and working in GMC as sweeper from Sal village in Bicholim found COVID +v WATCH: https://youtu.be/jsk0vHz6UOY,Goa,joy
2020-06-24,CM Dr Pramod Sawant comments on Tourism Activites and also on covid-19 updates http://www.youtube.com/watch?v=nG_KkURqgEQ,Goa,neutral
2020-06-24,Many good decisions were taken originally which contained the spread initially and helped hs become covid free. But now it's all a mess. Whatever Govt says  its a mess. We have to tend for ourselves. Take care everyone ,Goa,anger
2020-06-24,Covid has spread to nook and corners of Goa. Remember when PM said we have to stop spread of corona to villages. Exactly opposite of that is happening in Goa. But first lets to politics. Lets try to break another party and make BJP strong.,Goa,neutral
2020-06-24,I used to listen to a lot more podcasts while running pre covid,Goa,disgust
2020-06-24,While COVID-19 has already made the lives difficult for people  at such a time we must do all that we can to reduce hardships. Click the link to know more: https://youtu.be/X__MY0CWeLs,Goa,surprise
2020-06-24,Collector @Coll_NorthGoa has notified entire premises of Sports Authority of India Training Center SAI Girls Sports Hostel  Peddem  Mapusa  Goa as COVID-19 Care Centre w.e.f June 23  2020 to house asymptomatic COVID -19 positive patients. || #PRIMEGOA #GOA #PRIMEUPDATE ||,Goa,disgust
2020-06-24,https://q1043.iheart.com/content/2020-03-19-porn-star-says-shell-have-sex-with-scientist-who-finds-a-cure-for-covid-19/ real news #covid #pornstar #webcomic #shitoon,Goa,neutral
2020-06-24,The chairperson of Mormugao municipal council  besides one lady councilor and her husband tested positive for COVID-19 on Wednesday. They have been sent for quarantine. The test of family members of all the infected persons will be conducted by the health authorities.,Goa,sadness
