Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-05-16,.@drharshvardhan Provide Mobile Dispensaries &amp; Health-camps as an Essential Services for Basic Healthcare during the Lockdown #MobileDispensaries - Sign the Petition! http://chng.it/ywZ7kBT9 via @ChangeOrg_India,Andhra Pradesh,disgust
2020-05-16,Unknown facts about coronavirus ,Arunachal Pradesh,neutral
2020-05-16,How Long will Corona virus last in India? ,Assam,disgust
2020-05-16,Today delivered 15 masks which is made by my mother #Covid_19 #StayHomeStaySafe #CoronaLockdown,Assam,joy
2020-05-16,Union Minister Dr Jitendra Singh receives COVID related feedback from the Delhi based Resident Commissioners of 8 States of Northeast and the UT of J&amp;K https://allaboutnortheast.in/2020/05/16/union-minister-dr-jitendra-singh-receives-covid-related-feedback-from-the-delhi-based-resident-commissioners-of-8-states-of-northeast-and-the-ut-of-jk/,Assam,neutral
2020-05-16,$1 Billion from World Bank to Protect India’s Poorest from COVID-19 https://allaboutnortheast.in/2020/05/16/1-billion-from-world-bank-to-protect-indias-poorest-from-covid-19/,Assam,anger
2020-05-16,In the war against COVID 19  india may lose what was already won ! The tourism &amp; hospitality industry seeks some real help. @narendramodi @FinMinIndia @Anurag_Office @TourismFaith @tourismgoi,Assam,neutral
2020-05-16,The reason for rising number can be attributed to people not being serious and adhering to lockdown guidelines you are putting in tremendous efforts which we are very proud of having said so I wish people of Assam follow guidelines of the Govt and stop going out unnecessarily.,Assam,anger
2020-05-16,Extend lockdown in whole Assam coz u can not contain a virus by demarcating different zones. Ensure complete &amp; strict lockdown atleast for 2 more weeks in whole Assam. Otherwise your sincere efforts and our prayers will fail drastically.,Assam,neutral
2020-05-16,did a cover for #Curfew by @tokenhiphop bored in #lockdown ; put 7hrs straight today for this cover. Make sure you support the artist and go check out his recent hits - Homies and Republican. If you like… https://www.instagram.com/p/CAQdWI8JaL7/?igshid=xk99bvyhehj5,Assam,neutral
2020-05-16,India's poor was nver a priority 4 any govt. Hwever  Covid19 has revealed a sorry pix of our ruling class. Even  aftr 50 days of lockdown the poor r dying trying 2 get back home. They needed only 2 things-a bus&amp;sme food 2 survive. Govt. left them at lurch.,Assam,sadness
2020-05-16,Will be a great help sir..need to pay rent   college fees and this lockdown created so tough situation for everyone..it will help a lot ...PayPal:,Assam,joy
2020-05-16,Even after the announcement by Honb'le Prime minister my salary has been hold up. In this lockdown period how can I go to assam from bihar. Recently the train has started and will not get reservation immediately. ,Assam,neutral
2020-05-16,@mygovassam I am an employee of fire services government of assam resident of bihar cannot reach my duty place in this lockdown period due to lack of communication and my salary has been held up.But Honb'le P.M. asked not to cut salary. Please help release,Assam,anger
2020-05-16,When I see the majority community of India do this  I think we should simply lift the lockdown. @amitmalviya @rishibagree @TheJaggi @MrsGandhi any comments from you guys.. The majority always do more crimes. Pointing one finger points three fingers at yourself.,Assam,disgust
2020-05-16,India's poor was nver a priority 4 any govt. Hwever  Covid19 has revealed a sorry pix of our ruling class. Even  aftr 50 days of lockdown the poor r dying trying 2 get back home. They needed only 2 things-a bus&amp;sme food 2 survive. Govt. left them at lurch.,Assam,sadness
2020-05-16,Today delivered 15 masks which is made by my mother #Covid_19 #StayHomeStaySafe #CoronaLockdown,Assam,joy
2020-05-16,$1 Billion from World Bank to Protect India’s Poorest from COVID-19 https://allaboutnortheast.in/2020/05/16/1-billion-from-world-bank-to-protect-indias-poorest-from-covid-19/,Assam,anger
2020-05-16,In the war against COVID 19  india may lose what was already won ! The tourism &amp; hospitality industry seeks some real help. @narendramodi @FinMinIndia @Anurag_Office @TourismFaith @tourismgoi,Assam,neutral
2020-05-16,#Madhubani #Darbhanga #Sitamarhi #Saharsha #Katihar #Purnia #Samastipur #Supaul #Kishanganj and #Araria districts are the major producer of #Makhana #LocalToGlobal #GoBihar #IndiaFightsCorona #coronavirus #biharblend #dailylife #branding #bihar #patna #bihari #india #bodhgaya,Bihar,disgust
2020-05-16,#SamastipurFightsCorona update of the day.3 more covid-19 +ve cases in samastipur taking the total to 15.the details are as follows.we are ascertaining their trail of infection. – at Samastipur,Bihar,joy
2020-05-16,Today 136 covid-19 +ve cases in bihar ,Bihar,sadness
2020-05-16,Today 136 covid-19 +ve cases in bihar ,Bihar,sadness
2020-05-16,Can any news agency has a proper update that how many migrant labour died in this Covid-19 crisis. @thewire_in @TheDeshBhakt @TheLallantop @TheQuint @newslaundry @ANI @IndiaToday @scroll_in @ThePrintIndia @saurabhtop @sardesairajdeep @rahulkanwal,Bihar,sadness
2020-05-16,#carryminati #Covid_19 ________________________ What is more important? :-,Bihar,neutral
2020-05-16,This continuous road and rail accidents are disturbing. It seems our government has completely failed to manage these migrant workers. #AuraiyaAccident #lockdown #COVID,Bihar,anger
2020-05-16,Hon'ble #SupremeCourt will conduct its proceeding in compliance of #SocialDistancing. #Judges can be seen entering from different doors/sitting at extreme corners. The concept of Division Bench may be defeated when they can’t discuss anything secretly. Good! #Covid_19,Bihar,neutral
2020-05-16,Deepest condolences to the family members of labours who lost their life in auraiya (UP) #auraiya. Many of them were coming to #Bihar and #Jharkhand . RIP @officecmbihar @UPGovt sufficient compensation must be given by state and central gov. #Covid_19india,Bihar,sadness
2020-05-16,Lockdown me baithe baithe nirvana prapt kar rahe hain. ,Bihar,neutral
2020-05-16,When someone says: Lockdown ke chhutti mein to tum bahut padhai kar raha hoga. ,Bihar,anger
2020-05-16,The Day has come...! #HINDUTVA forces are manipulating #Judiciary... #BlackDay for #Muslims #AzanBanned #AllahbadHC #Allahbad #UP #loudspeaker #masjids #indianMuslims #Islamophia #Islamophobia_In_India #yogi #amitshah #lockdown3 #lockdown #greenzone #Muslimphobia_In_India,Bihar,disgust
2020-05-16,This continuous road and rail accidents are disturbing. It seems our government has completely failed to manage these migrant workers. #AuraiyaAccident #lockdown #COVID,Bihar,anger
2020-05-16,@PrakashJavdekar Good morning sir please telecast serial chandrakanta on DD national in lockdown 4,Bihar,joy
2020-05-16,Sir ye kya hai lockdown me,Bihar,anger
2020-05-16,#SamastipurFightsCorona update of the day.3 more covid-19 +ve cases in samastipur taking the total to 15.the details are as follows.we are ascertaining their trail of infection. – at Samastipur,Bihar,joy
2020-05-16,Today 136 covid-19 +ve cases in bihar ,Bihar,sadness
2020-05-16,Today 136 covid-19 +ve cases in bihar ,Bihar,sadness
