Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-04-20,Nothing LASTS forever  Not even the CORONAVIRUS #StayAtHomeSaveLives,Bihar,sadness
2020-04-20,Plz send news of gst wave late fee of gst return can all Taxpayers filed all return because India fight corona virus finence minister and pm,Bihar,neutral
2020-04-20,June Almeida — the woman who discovered first coronavirus but was told she was wrong https://theprint.in/science/june-almeida-the-woman-who-discovered-first-coronavirus-but-was-told-she-was-wrong/404182/ via @ThePrintIndia,Bihar,surprise
2020-04-20,@INCDelhi Janakpuri Vidhan sabha President Amar Tiwari &amp; team continues to provide meals to those in need through the course of the COVID19 lockdown. IYC committees across districts of all states have been providing ration and meals to the vulnerable population. #MeriZimmedari,Bihar,anger
2020-04-20,C) 20 seconds #covid19 #drinkpurefruits #kingscolddrinks #kingsdiet #colddrinks #contest #covid19contest #staysafe. #stayhomecontest #india,Bihar,neutral
2020-04-20,#Digitising #grain bags (#wheat #maize) of #farmers next revolution  enables farmers for one bag connecting #banks &amp; #processors to transact in one click. 14X traction from ~500 #farmers in first 10days of #harvest shows how #sustainable  suitable and convenient even in #COVID19 ,Bihar,surprise
2020-04-20,OUR DEAR @narendramodi sir  and CM @ArvindKejriwal I AM REQSTNG YOU TO PLEASE TAKE PROPER ACTION &amp; THE FATHER OF THIS GIRL IS FACING SERIOUS PROBLEM REGARDING #COVID19 And situations are very worse.Please Help them ASAP....@aajtak @ZeeNews @anjanaomkashyap,Bihar,sadness
2020-04-20,Plz send news of gst wave late fee of gst return can all Taxpayers filed all return because India fight corona virus finence minister and pm,Bihar,neutral
2020-04-20,all India railway act apprentice one chance #Rail_Act_App_1961 #IndiaFightsCorona @RailMinIndia @PMOIndia @PiyushGoyal @ndtvindia @aajtak @abpnewshindi @LabourMinistry @GMSECR ,Bihar,anger
2020-04-20,@ArvindKejriwal @MoHFW_INDIA @ICMRDELHI Exactly! So no more games betwn states central. Bòth capitals r vulnerable now &amp; lacking #healthcare facilities  resources for #COVID19 cases. It's time to share the #COVIDー19 workload among states via central help. #coronavirusinindia,Chhattisgarh,joy
2020-04-20,Listen to Cop Gurpreet Ji who delivered cake during lockdown  and made Maira's birthday more than special only on @myfmindia #zindagiunlock #positivity #IndiaFightsCorona @PunjabPoliceInd,Chhattisgarh,joy
2020-04-20,Dozens Test Positive for Coronavirus at Afghan President’s Palace ,Goa,joy
2020-04-20,Contradicting to this  on ground reality  the Civil Hospital is actually declining to admit coronavirus patient. A day before some Ahmedabad policemen infected with covid were declined admission  only to be later shifted to SVP upon uproar from media.,Gujarat,neutral
2020-04-20,Jhanvi’s small massage about stay home stay safe #IndiaFightsCorona #IndiaFightsCOVID19 #StayHomeStaySafe,Haryana,neutral
2020-04-20,#indiafightscorona #lockdown #india #picoftheday #photooftheday #some #parts #open #w2shub #karnal #haryana @W2S-Hub https://www.instagram.com/p/B_L-eKRl9uE/?igshid=wdajkn2rq6su,Haryana,anger
2020-04-20,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357 @narendramodi @AppSetu @deepakkrkashya1 @WHO @manakgupta,Jharkhand,neutral
2020-04-20,@CMofKarnataka @PMOIndia @HMOIndia #CoronavirusOutbreakindia In these tiring times of national crisis all govt. benefits given to the perpetrators of crime against the police and health workers shall be cancelled immediately and permanently #coronavirus.,Karnataka,anger
2020-04-20,Coronavirus: Republic of Ireland's death toll rises by 77 ,Punjab,sadness
2020-04-20,If you could end corona virus by sacrificing one Cricketer  which one would you choose and why Gautam Ghambir?,Punjab,neutral
2020-04-20,@DrRifqaAwan @drasfandyarkha5 @drlinked @Gill_786 @dr_amer_hameed #sufferingbutstillserving #YCAP_alKareem_foundation Leadership of #YCAPakistan arranging #PPE for Doctors #salutecovid19fighters #coronavirusinpakistan #PPEshortage #COVID #coronavirus #CoronaInPakistan @siasatpk,Punjab,fear
2020-04-20,You Ar stupet a world #امریکہ #coronavirus #COVIDー19,Punjab,anger
2020-04-20,@umerbellal this is how all the good work got initiated - https://www.facebook.com/BBACF/ . #BBACOMMUNITYFORCE #COVIDー19 #coronavirus #lockdown #islamabad #Rawalpindi,Punjab,joy
2020-04-20,@umerbellal Sharing some ongoing work in #Islamabad &amp; #Rawalpindi Neighborhoods by https://www.facebook.com/BBACF/ . #COVIDー19 #coronavirus #lockdown #Pakistan,Punjab,joy
2020-04-20,Everything is now Possible In this world. WTI Crude Oil Prices are crashed in International Market Before it's 63 USD Barrel & Now it goes in negative price - 0.05 USD Barrel . In Negative digits First Time In History Of World #OilPrices #crudeoil #petrolio #OilCrash #coronavirus,Punjab,neutral
