Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-05-30,I can't even imagine enough  how random and wild as well #2020 is! Ronit Roy'S Covid protection mask now becomes protester's balaclava ,Assam,surprise
2020-05-30,Mahi way to stay safe from COVID 19 #DhoniFanForever,Assam,neutral
2020-05-30,Sir goverment passes a sceam and bank are giving those sceams to only people by their face goverment is working for people benefit and banks are doing opposite we are running Tea industry and please I need a reason why we cannot get covid 19 emergency credit,Assam,anger
2020-05-30,@pnbindia @PMOIndia sir very immense pain I would like to say that till now united bank dulijan have not released my 10% Covid-19 Emergency Credit limit and now sir can I expect Guaranteed Emergency Credit Line (GECL) I.e 20% how tea industry will work.,Assam,surprise
2020-05-30,@RahulGandhi @PMOIndia sir very immense pain I would like to say that till now united bank dulijan have not released my 10% Covid-19 Emergency Credit limit and now sir can I expect Guaranteed Emergency Credit Line (GECL) I.e 20% how tea industry will,Assam,surprise
2020-05-30,@nsitharaman sir very immense pain I would like to say that till now united bank dulijan have not released my 10% Covid-19 Emergency Credit limit and now sir can I expect Guaranteed Emergency Credit Line (GECL) I.e 20% how tea industry will work.plz help,Assam,sadness
2020-05-30,@sarbanandsonwal @PMOIndia sir very immense pain I would like to say that till now united bank dulijan have not released my 10% Covid-19 Emergency Credit limit and now sir can I expect Guaranteed Emergency Credit Line (GECL) I.e 20% how tea industry will work.plz help,Assam,sadness
2020-05-30,@himantabiswa @Pijush_hazarika @CMOfficeAssam Humbal requst To Utilize Homoeopathic Medical College's hospital as Covid hospital with all necessary facilities.,Assam,sadness
2020-05-30,@nsitharaman man with very immense pain I would like to say that till now united bank dulijan have not released my 10% Covid-19 Emergency Credit limit and now sir can I expect Guaranteed Emergency Credit Line (GECL) I.e 20% how tea industry will work.,Assam,surprise
2020-05-30,@PMOIndia sir very immense pain I would like to say that till now united bank dulijan have not released my 10% Covid-19 Emergency Credit limit and now sir can I expect Guaranteed Emergency Credit Line (GECL) I.e 20% how tea industry will work.plz help,Assam,sadness
2020-05-30,ARDS Covid-19 Relief Program done successfully at Village - AGCHIA G.P. Mazirgaon Block - Rani Dist - Kamrup  Assam ,Assam,surprise
2020-05-30,Sir Jorhat homeopathic medical college and Hospital make as a Qurantine centar / COVID 19 hospital ...if needful,Assam,sadness
2020-05-30,During this corona and lockdown period everyone is stressed and frustrated. Hence I have started a new blog so that anyone who read my blog can get relief a bit. Check out the link https://rakeshsaha-outsider.blogspot.com Here the main attraction is my new story OUTSIDER. Pls take a look.,Assam,neutral
2020-05-30,Nature after lockdown...... Place - Kalga Village Parvati Valley  Kullu  HP Pic -22 May 2020 ,Assam,neutral
2020-05-30,lockdown day Lightning 12 may 2020 Akhara bazzar kullu Himachal Pradesh ,Assam,joy
2020-05-30,I have quit drinking smoking and reading Gita along with family members.Back to roots .......Lockdown ek adbhut anubhuti. Jai Shri Krishna... ,Assam,joy
2020-05-30,@cbseindia29 i am aspirant of july 2020 ctet..due to lockdown from 24 th march i could not do the necessary corrections..plz help us by openin the correction portal...,Assam,sadness
