Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-03-08,5 Of Family In #Kerala Get #Coronavirus  39 Total Positive Cases In #India - #NDTV,Gujarat,joy
2020-03-08,The starting scene of Hakan Muhafiz S3 gave me severe CoronaVirus scare,Punjab,fear
2020-03-08,The government of the #Macao Special Administrative Region Sunday announced new policies to deal with people who traveled to #Japan  #Spain  #Germany and #France within the past 14 days. #COVID19 #coronavirus ,Punjab,disgust
2020-03-08,One fourth(25 %)of Italy’s population is under complete lockdown. #Coronavirus,Punjab,sadness
2020-03-08,Coronavirus: Italy to 'quarantine 10 million people' in Lombardy ,Punjab,neutral
2020-03-08,Coronavirus death toll: 3 649 (Worldwide) People die due to road accidents every day: 3 287 Every year: 1.25 million #cornoravirus #hype src: ASIRT @spectatorindex @SarcasmMother,Punjab,sadness
2020-03-08,Tweet of the day. Coronavirus and Politicalvirus. ,Punjab,joy
2020-03-08,Corona Virus: Facts  myths  and prevention Watch me on Talon News! ,Punjab,sadness
2020-03-08,Back in days  the saying was “when the US sneezes  the world catches a cold”; today  coronavirus from China is pushing world economy in a recessionary phase. The economic woes travelled faster across global stock &amp;commodity markets than the Covid-19 itslef ,Punjab,neutral
2020-03-08,The government of the #Macao Special Administrative Region Sunday announced new policies to deal with people who traveled to #Japan  #Spain  #Germany and #France within the past 14 days. #COVID19 #coronavirus,Punjab,disgust
2020-03-08,We need to realize how this #COVID19 campaign has affected us  globally. The recovery may take much longer than one can imagine... ,Punjab,sadness
2020-03-08,On my previous job  the only damn thought I used give is to think how badly was positioned under ******. Thank God  the fools  the idiots  the corrupt and the abnormal womenisers are quarantined somewhere. Imagine if they spread like #coronavirus. People  I am sorry.,Tamil Nadu,anger
2020-03-08,Coronavirus: PM Modi holds review meeting  asks officials to ensure sufficient quarantine  critical care facilities https://timesofindia.indiatimes.com/india/coronavirus-pm-modi-holds-review-meeting-asks-officials-to-ensure-sufficient-quarantine-critical-care-facilities/articleshow/74528105.cms via NaMo App,Tamil Nadu,neutral
2020-03-08,Corona Virus. Is TN ready? ,Tamil Nadu,neutral
2020-03-08,#DataLoves Research in contagious Corona virus with help of AI/Ml prediction using algorithms #COVID2019 proposed model has some result in #india,Uttar Pradesh,neutral
2020-03-08,"#coronavirus ""Coronavirus: Italy quarantines up to 16 million people amid outbreak"" #Coronavirus ",Uttar Pradesh,neutral
2020-03-08,Coronavirus: Italy quarantines up to 16 million people amid outbreak #Coronavirus https://twitter.com/i/events/1219057585707315201,Uttar Pradesh,anger
2020-03-08,"Be carefull everyone it's a fatal and deadly thing to be tackled by all of us calmly #beatthecorona""Coronavirus: Italy quarantines up to 16 million people amid outbreak"" #Coronavirus ",Uttar Pradesh,neutral
2020-03-08,China May Be Beating the Coronavirus  at a Painful Cost ,Uttar Pradesh,sadness
2020-03-08,Italy Locks Down Much of the Country’s North Over the Coronavirus ,Uttar Pradesh,surprise
2020-03-08,It's only for information. Coronavirus Outbreak | 'Potential drug target against COVID-19 infection identified' https://twitter.com/share?url=https://english.jagran.com/lifestyle/coronavirus-outbreak-potential-drug-target-against-covid19-infection-identified-10009429,Uttar Pradesh,sadness
2020-03-08,Germany  France  US have hundreds of coronavirus cases  but India isn’t restricting travel. ,Uttar Pradesh,sadness
