Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-03-10,Yes   But Pharmas the world over will make 5 trillion $. Thats the deal. !!! After that CoronaVirus will be gone ! #COVID2019 #CoronavirusOutbreak #Quarantined,Goa,anger
2020-03-10,Pranayama with Yoga best to keep away any respiratory related ailment. By doing Yoga and Pranayama regularly your respiratory system gets strong #coronavirus #COVID19 #CoronavirusOutbreak #coronavirusindia,Karnataka,neutral
2020-03-10,Pranayama with Yoga best to keep away any respiratory related ailment. By doing Yoga and Pranayama regularly your respiratory system gets strong #coronavirus #COVID19 #CoronavirusOutbreak #coronavirusindia,Karnataka,neutral
2020-03-10,My coronavirus anxiety score makes me Somewhat Coronaphobic (54%). https://www.idrlabs.com/coronaphobia/54/result.php via @idr_labs,Manipur,sadness
2020-03-10,China Govt. Restricted to read HoLy Quraan and after Corona Virus Govt. Supplying Quraan to read. What a amazing miracle of ALLAH and Quraan. ,Punjab,surprise
2020-03-10,Allah hae na: weather is turning hot and kill #Coronavirus for Punjabis just like cold weather rescues them from dengue mosquitoes.On a serious note  crisis is serious as 15 of 19 cases are being reported in Sindh. Fail to understand y PSL matches r not being shifted from Karachi ,Punjab,neutral
2020-03-10,The West had been a disappointment dealing with Coronavirus ,Punjab,surprise
2020-03-10,JUST IN: Nine new cases of #coronavirus in #Brazil,Punjab,joy
2020-03-10,BREAKING: 74 new cases of #coronavirus and 2 new deaths in King County  #Washington. Total reaches to 236 confirmed cases and 25 deaths.,Punjab,sadness
2020-03-10,BREAKING: Two new #coronavirus deaths in Washington state.,Punjab,joy
2020-03-10,BREAKING: An Israeli that tested positive for #Coronavirus visited the US embassy in Tel Aviv 5 days ago according to the Israeli health ministry. All those in the building are going to be Quarantined for 14 days.,Punjab,neutral
2020-03-10,What's the status of corona virus in Israel!?,Punjab,neutral
2020-03-10,#coronavirus in USA: 26th January: 2 cases 16th February: 16 cases 27th February: 60 cases 4th March: 137 cases  9 deaths 7th March: 327 cases  16 deaths 10th March: 787 cases  27 deaths,Punjab,sadness
2020-03-10,#Coronavirus Fatality Rate: World: 0-3 % China: 3.88 % Italy: 6.2 %,Punjab,neutral
2020-03-10,#Coronavirus in Denmark: 9th March 2020: 90 Confirmed cases 10th March 2020: 262 confirmed cases Situation in whole of Europe in one Tweet.,Punjab,sadness
2020-03-10,@MashwaniAzhar @naikrooh @Lalika79 yar do something about @geonews_urdu. Zafar sb starts with tweet number 243 and geo ticker showing it as number of Corona virus cases in Pakistan. ,Punjab,neutral
2020-03-10,BREAKING: 977 new cases of #coronavirus today and 168 new deaths in Italy. total reaches to 10 149 cases and 631 dead.,Punjab,joy
2020-03-10,BREAKING: 1 new case of #coronavirus in Pakistan. Pakistan’s total reaches 20 Patient is from Quetta  Pakistan and is a 12 year old boy.,Punjab,neutral
2020-03-10,BREAKING: JUST IN: 106 new cases of #coronavirus in Denmark. Total reaches 262,Punjab,neutral
2020-03-10,Most cases spreading from Sindh earlier many Aids cases reported also from Sindh please check their control & capabilities to control Corona Virus. @ImranKhanPTI @Dr_YasminRashid @BakhtawarBZ @SyedaShehlaRaza,Punjab,neutral
2020-03-10,Sindh took lead in spreading Aids now they are spreading Corona Virus in the country. @MalickViews @RealWaqarMaliks @BakhtawarBZ @AsifabhuttoZar1 @KlasraRauf @MoeedNj,Punjab,neutral
2020-03-10,Question to all the ultra-libertarians and anarcho-marxists who want elimination of the state: what to do you do when you a global pandemic like the current coronavirus? How do you deal with that problem with no organized state or government at the top? .@Taimur_Laal,Punjab,anger
2020-03-10,123 #coronavirus cases reported in #Switzerland taking total cases to 497 66 cases reported in #Denmark taking total to 156 65 cases reported in #Sweden taking total to 325 61 new cases reported in the #Netherlands taking the total to 382,Punjab,sadness
2020-03-10,BREAKING: 5th #coronavirus case in Malta,Punjab,neutral
2020-03-10,BREAKING: Harvard University cancels all in-person classes due to #coronavirus. All classes to be held Online now.,Punjab,anger
2020-03-10,BREAKING: NUMBER OF CONFIRMED #CORONAVIRUS CASES IN U.K RISES TO 373 - U.K HEALTH MINISTRY. #WakeUp,Punjab,disgust
2020-03-10,BREAKING: Polish MOD announces that The General Commander of The Polish Armed Forces  Lt. General Jaroslaw Mika  has been infected with #Coronavirus. He recently returned from Germany.,Punjab,disgust
2020-03-10,#Engro corporation shuts down its office in #Karachi after one of its employees contracted the novel #coronavirus virus.,Punjab,anger
2020-03-10,No need to panic  situation is under control  says CM Sindh as #coronavirus tally hits 15 in Sindh.,Punjab,neutral
2020-03-10,#coronavirus in the last hour: - 415 new cases in spain and 5 new deaths taking the total number of confirmed cases to 1646 cases and 35 deaths - 60 new cases in Stockholm  Sweden - Sixth Death in UK - Spain Parliament suspended for 1 week after MP tested positive #CoronaVirus,Punjab,joy
2020-03-10,BREAKING: 391 new #coronavirus cases in Spain taking the country’s total to 1 622,Punjab,surprise
2020-03-10,BREAKING: Sixth death in UK due to #coronavirus,Punjab,sadness
2020-03-10,BREAKING: 60 new cases of #coronavirus in Stockholm  Sweden. Total reaches 325.,Punjab,neutral
2020-03-10,Hahaha #coronavirus ,Punjab,joy
2020-03-10,Sindh Health Department in the Sindh Province of Pakistan has recommended the Provincial Govt of Sindh to extend the School  collages  universities closure for a further 1 month due to #coronavirus. This comes after 8 new cases were detected overnight in the largest city Karachi.,Punjab,sadness
2020-03-10,BREAKING: 2 new cases of #coronavirus in Pakistan. Total reaches 18 Both of the 2 cases are from the Sindh province and total in Sindh alone reaches 15.,Punjab,neutral
2020-03-10,ARAMCO's Agreemnt btw SaudiArabia and US.SDisposal of Saudi assets and investments in US.Saudi Arabia's pivotal position among muslim countries and arrangemnts for Haj and alltmnt of Haj quotas each yr..What happens to performance of Haj on acct of Coronavirus this yr.,Punjab,fear
2020-03-10,No sorry bhanssa creature ، #KhalilUrRahmanQamar didn't insult women but you &amp; you deserved @marvisirmed Chimpanzee  #coronavirus human faced. #AuratMarch,Punjab,sadness
2020-03-10,Engro takes immediate action in light of an employee who tested positive for the Coronavirus in Karachi. ,Punjab,neutral
2020-03-10,Suspected case of Corona Virus at Engro corporation. Immediate steps taken at their offices. Responsible behaviour should be appreciated. ,Punjab,neutral
2020-03-10,Simple Solution of Corona Virus. #CoronaVirusPakistan,Punjab,neutral
2020-03-10,Premier League needs to be suspended as well...for multiple reasons. Including Corona virus  of course. ,Punjab,anger
2020-03-10,8th cases of #coronavirus in Karachi making us more panic. Hub city which is adjacent to Karachi  each day multiple people go and come to Karachi on a daily basis it also holds also various industries  government take a precautionary measurement. @LiaquatShahwani @jam_kamal,Punjab,neutral
2020-03-10,Nine more coronavirus cases emerge from Karachi  raises Pakistan's toll to 16 ,Punjab,sadness
2020-03-10,Nine more coronavirus cases emerge from Karachi  raises Pakistan's toll to 16 ,Punjab,sadness
2020-03-10,@PMOIndia @AmitShah Awareness of the coronavirus on everyone's mobile phone is demanding that he make a change in his state language,Tamil Nadu,sadness
2020-03-10,I love my Life So im very careful with my health #coronavirus #Corona #WashYourHands,Uttar Pradesh,sadness
2020-03-10,Someone: Corona virus is the most annoying thing these days. Me: Didn't you come across that caller tune?! #CoronaIntroSucks,Uttar Pradesh,anger
2020-03-10,Everyone should avoid colourful Holi today due to CORONA Virus. Wish you all happy Holi from myself and my family members.,Uttar Pradesh,joy
2020-03-10,#HappyHoli to @ManUtd and to all of my Red devils family..My dear frnds  stay blessed all &amp; be safe from #coronavirus.. Next yr will b ours #GGMU,West Bengal,neutral
2020-03-10,@PMOIndia @AmitShah Awareness of the coronavirus on everyone's mobile phone is demanding that he make a change in his state language,Tamil Nadu,sadness
2020-03-10,@JM_Scindia took the #coronavirus threat pretty seriously by cutting all ties with #Italians !! PS- I still believe this drama is far from over yet.,Chandigarh,surprise
2020-03-10,Did it burn Corona Virus eventually?,Chandigarh,sadness
2020-03-10,#CoronavirusOutbreak The Coronavirus- Watch Full Video On my YouTube Channel. https://youtu.be/fICtCxjbjQ4,Chandigarh,joy
2020-03-10,#Coronavirus in India,Chandigarh,anger
2020-03-10,Update on South Asia #Coronavirus 24 hrs later India: 61 (increase ) Pakistan: 19 (increase ) Afghanistan: 7 (increase ) Bangladesh:3 Maldives: 6 (increase ) Sri Lanka:1 Bhutan:1 Nepal:1 ,Delhi,neutral
2020-03-10,What the hell is going on? Is this how #Coronavirus will be tackled? Is this a virus or some political leader that minister n his troupe are asking him to go back? ,Delhi,neutral
2020-03-10,That's why there is no Corona virus cases found in bankok !! ,Delhi,neutral
2020-03-10,Well frankly  anyone can spend as much billion of dollars as within their powers  the only solution to bring back normalcy is to come up with a vaccine for #Coronavirus or in case otherwise  it decides go away by itself (don't know if we can wait that long). @_nirajshah,Delhi,joy
2020-03-10,Pls save yourself from #corona Virus.... credit @michelepetrelli Precautions are must for everyone  everywhere in the world. . . . . . . #coronavirüsü #coronavirusitalianews #coronaindia #coronainindia #news… https://www.instagram.com/p/B9j9-Axlafv/?igshid=1v2gk9urtmok9,Delhi,neutral
2020-03-10,Indian Citizens are advised to avoid non essential travel abroad: Indian Health Ministry #Coronavirus ,Delhi,neutral
2020-03-10,@goibibo Dear sir  We want to cancel our delhi Kochi and Kochi delhi tickets due to corona virus As I talked with vistara airlines they allow us the refund full fare .Kindly tell me your charges for cancellation by goibibo,Delhi,anger
2020-03-10,Plz remove that coughing from our phone calls. It’s worse like a Corona virus ,Delhi,disgust
2020-03-10,2003-SARS is going to kill us 2005-Bird Flu 2009-Swine Flu 2012-Mayan calendar predicts d world endin 2013-NKorea wil cause WWIII 2014-Ebola Virus 2016-Zika Virus 2019-US Iran war 2020-Corona Virus is goin to kil us *Truth is FEAR is killing us* Be cautious but dont panic,Delhi,fear
2020-03-10,The world needs to know which research led to novel coronavirus. @WHO @UNOCHA @COVID19Update @StateDept @XHNews @TimesNow @HRDMinistry,Delhi,neutral
2020-03-10,Excellent thread to read on CoronaVirus.. Some positives finally!! ,Delhi,joy
2020-03-10,Coronavirus India updates March 9: Cases count rises to 47 https://indianexpress.com/article/india/coronavirus-outbreak-india-updates-march-9-6306322/ via @IndianExpress @POTUS @UN @EU_Commission @MFAThai @govsingapore @ItalyMFA the Chinese need to be banned from all future travels. Very soon they will start eating their own shit !!!,Delhi,surprise
