Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-06-23,#PatanjaliAyurved launched Covid medicine #CORONIL Right now the situation of #CoronaVirus be like - ,Assam,anger
2020-06-23,Abdul Karim Rana becomes ‘govt doctor Rahul Thakur’ to cheat coronavirus patients seeking plasma donors  arrested by police ,Assam,anger
2020-06-23,Agra DM schools Priyanka Gandhi for spreading fake news that 28 people died of coronavirus within 48 hours ,Assam,anger
2020-06-23,But Saudi Arabia has already banned international visitors from making the Hajj  this year in a bid to control coronavirus. ,Assam,sadness
2020-06-23,But Saudi Arabia has already banned international visitors from making Hajj this year in a bid to control coronavirus...!!!,Assam,sadness
2020-06-23,At this tym where @himantabiswa is trying to keep Covid in control and hve made it mandate for every1 2 wear mask at public places &amp; violaters will be punished. But very sorry to see such violations from public officials themselve @guwahaticity @gpsinghassam @GhtyTrafficPol,Assam,sadness
2020-06-23,So true man. Covid requires so much more than hope. No doubt the govt is doing its part but common masses aren't doing their part. Everywhere in Assam  things are almost back to normal and this ain't giving me good vibes. You did your PG from IIM A?,Assam,joy
2020-06-23,#PatanjaliAyurved launched Covid medicine #CORONIL Right now the situation of #CoronaVirus be like -,Assam,anger
2020-06-23,The campaign #MeriAwaaz is giving a platform to the student's community to speak their heart and mind out regarding Post Covid World:Challenges and Opportunities.Hear what a student from Dibrugarh district of Assam says from #MeriAwaaz platform. @Neerajkundan @anushesh_sharma,Assam,sadness
2020-06-23,NSUI is giving a platform to students to speak their minds and give practical suggestions to people in power about Post Covid World &amp; The Challenges we could face.Hear what a student from Dibrugarh district of Assam says from #MeriAwaaz platform. @anushesh_sharma @Neerajkundan,Assam,neutral
2020-06-23,Covid-19: Assam health department wants total lockdown in 7 Guwahati wards The Assam health department has recommended complete lockdown in at least seven municipality ward areas of Guwahati  where over 100 people without any travel history have tested positive for Covid-19 … ,Assam,sadness
2020-06-23,"Great breakthrough ""Indian firms Cipla and Hetero to produce COVID drug  as 'inhaler' trials begin"" ",Assam,disgust
2020-06-23,Community Transmission Fears: COVID-19 Screening Centres to be Set Up in Each City Ward In the backdrop of community transmission being feared or having started in Guwahati  Assam health minister  Himanta Biswa Sarma announced that 33 COVID-19 screening centres will set up … ,Assam,fear
2020-06-23,New lockdown areas in Guwahati. ,Assam,joy
2020-06-23,Covid-19: Assam health department wants total lockdown in 7 Guwahati wards The Assam health department has recommended complete lockdown in at least seven municipality ward areas of Guwahati  where over 100 people without any travel history have tested positive for Covid-19 … ,Assam,sadness
2020-06-23,Team Sanjeevani taking ahead the state's efforts against #COVID19 #AssamfightsCorona #HealthyAssam @nhm_assam @himantabiswa @Pijush_hazarika @PomiBaruah @PiramalS @hardeepbambrah @HazarikaNajeeb,Assam,disgust
2020-06-23,Covid-19: Assam health department wants total lockdown in 7 Guwahati wards The Assam health department has recommended complete lockdown in at least seven municipality ward areas of Guwahati  where over 100 people without any travel history have tested positive for Covid-19 … ,Assam,sadness
2020-06-23,Community Transmission Fears: COVID-19 Screening Centres to be Set Up in Each City Ward In the backdrop of community transmission being feared or having started in Guwahati  Assam health minister  Himanta Biswa Sarma announced that 33 COVID-19 screening centres will set up … ,Assam,fear
2020-06-23,#TuesdayThoughts #hajj2020 #China #TuesdayMotivation #coronavirus #BabaRamdev #Safoora_Zargar #lockdown #SonYeJin #PubsReopening #Ronaldo #SatanicChurch #BbnaijaPepperdemReunion #TuesdayMorning #WaiguruImpeachment Live,Bihar,neutral
2020-06-23,#Patanjali launched #Coronil medicine for corona virus ... Other pharmaceutical Companies :-- ,Bihar,anger
2020-06-23,#Patanjali #आयुर्वेदविजय_कोरोनिल_श्वासारि #IndiaFightsCOVID19 Baba Ramdev's #Patanjali aayurveda has introduced the corona virus drug #CORONIL. It's claimed dt the patient will be cured in 14 days Once again  Bharat got it's iron all over the world ,Bihar,neutral
2020-06-23,Patanjali to be the first to launch covid_19 medicine #CORONIL baba ramdev be like,Bihar,anger
2020-06-23,Congrats #Patanajali for the lauch of Covid-19 Medicine #Coronil Keep ahead in making India Manufacturing hub..,Bihar,joy
