Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-04-11,Compaign for breaking a chain of corona virus ,Bihar,surprise
2020-04-11,#The government have stockpiled loads of bombs and missiles for war but don't have enough PPE for medical staffs forget about anyone else. Govt needs donations to fight Coronavirus but keep on spending on weapons and useless statue and self-promotion. #PehleHealthcare,Bihar,anger
2020-04-11,Poorly geared healthcare staff at government hospitals are risking their lives in the fight against the coronavirus! Healthcare sector needs funds  not claps. #PehleHealthCare,Bihar,disgust
2020-04-11,Govt has made a deliberate shift from public healthcare and propped up the private healthcare industry and private health insurance. Result is a public health sector that is coming undone now that an unprecedented challenge of Coronavirus has suddenly surfaced. #PehleHealthCare,Bihar,disgust
2020-04-11,India has one of the widest disparities in healthcare access and quality between the rich and poor! Coronavirus doesn't discriminate  but health care system in India does. What is the govt doing to correct this? #PehleHealthCare,Bihar,sadness
2020-04-11,Sir please guide us to overcome this situation post coronavirus.,Bihar,sadness
2020-04-11,Take this Corona Virus Seriously.... @ABVPBihar @sfd_in #StayHome #WashHands #SocialDistance #LearnAtHome,Bihar,anger
2020-04-11,Hey! Guy's download Aarogya Setu App and really build a firewall around you a firewall the corona virus! ,Bihar,surprise
2020-04-11,Honour to the Doctors  Medical Staffs  Police Forces and Cleaning workers who are working restlessly to #Outbreak #COVID19 spreading. @Apna_Bihar19 salutes all Corona warriors. @narendramodi @PMOIndia @AmitShah @ICMRDELHI #CoronaYoddha #IndiaFightsCarona #Doctor,Bihar,anger
2020-04-11,@rahulkanwal when are you planning to do an investigation against your bosses in the govt for not doing enough testing of COVID19? Is your spine straight? #PehleHealthCare,Bihar,neutral
2020-04-11,Even earlier  we had hunger related deaths. Things have gotten worse since lockdown. Malnourished bodies are less immune to disease  including #COVID19. We can't fight against COVID19 without also fighting against hunger. #PehleHealthCare #भूख_मिटाओ_कोरोना_भगाओ,Bihar,disgust
2020-04-11,NaMo's legacy in public health as Gujarat CM Gujarat spent 4.39% of state expend on health in 1999. By 2009 this came down to 0.77%. Result: Lack of hospital beds  ventillators & ICUs. Consequence: Highest fatality rate in COVID19. #PehleHealthCare,Bihar,sadness
2020-04-11,Gujarat has seen the highest fatality rate amongst COVID19 affected patients (7.88% as opposed to 2.87% for India as a whole). The public health system of Gujarat which is lying in shambles is one of the main reasons behind this. Please #PehleHealthCare,Bihar,sadness
2020-04-11,The pandemic has revealed the inadequacies of a privatized healthcare system in dealing with crisis. The biggest example of this is the USA  which is having a tough time. On the other hand  a communist Cuba is actively helping even other countries fight COVID19! #PehleHealthCare,Bihar,anger
2020-04-11,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Bihar,neutral
