Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-06-18,First came in the world with deadly #Coronavirus nd now the killing of #IndianSoldiers. It is time to #BoycottChina. With the martyrdom of 20 Brave Soldiers we take our part by putting #ChineseProductsInDustbin. JAI HIND ,Bihar,neutral
2020-06-18,Thanks Digipay ...Two Lakh Transactions Complete in 10 days in Lockdown Situation... CSC ID.326523310014 MD SHAHID ALAM District.Katihar @dintya15 @rsprasad @KatiharCsc @BiharCsc @santoshkrtiwari @abhijitkatihar,Bihar,joy
2020-06-18,@PMOIndia sir  plz help your railway staff who have fallen into lockdown and wanna join their duty. Provide proper convenience so that they can travel to Chennai at kumbkonam station. Be kind to railway staff. #StayHomeStaySafe #ThoseWhoAreSafeLetThemBeSafe,Bihar,sadness
2020-06-18,@RailMinIndia sir  plz help your railway staff who have fallen into lockdown and wanna join their duty. Provide proper convenience so that they can travel to Chennai at kumbkonam station. Be kind to railway staff.,Bihar,sadness
2020-06-18,@PiyushGoyal sir  plz help your railway staff who have fallen into lockdown and wanna join their duty. Provide proper convenience so that they can travel to Chennai at kumbkonam station. Be kind to railway staff.,Bihar,sadness
2020-06-18,"Many Happy birthday to the loving kid ""Kovidh""! Not you bad boy #covid ! ",Chhattisgarh,joy
2020-06-18,What if Voucher Expiry date is in lockdown period ? Why company not increase the expiry date? @BataIndia,Chhattisgarh,anger
2020-06-18,May Allah save the Muslim ummah from Corona virus. And give corona patients perfect health. Ameen ,Goa,neutral
2020-06-18,Coronavirus  Covid-19 Vaccine Latest Update in India and World: CureVac starts human trials; Pfizer vaccine by October-November k. ,Goa,neutral
2020-06-18,Covid hits packed Indiranagar  govt rushes to arrest spread ,Goa,neutral
2020-06-18,Covid-19 crisis: Delhi health minister Satyendar Jain’s condition improving ,Goa,neutral
2020-06-18,Covid-19 crisis: Made-in-India remdesivir may come by end of June ,Goa,joy
2020-06-18,Aditya  escalate to the labour helpline or to labour commissioner who is reachable on the covid 19 helpline. Can msg you details tomorrow .,Goa,neutral
2020-06-18,For years to impress threaten & woo small/weak nations China built up its unrealistic narrative by propaganda & showing off its inefficient huge Army.Engagement on too many fronts may be for saving face or a part of its stretegy to divert Covid focus or to gauge global reactions.,Goa,neutral
2020-06-18,she has told me yes we cleen the patiant ear for these cases but now covid 19 i cant do so. you come after 15 days i will clean it. sir i have a some question about treatment. 1. if the patiant have no id. you guys will not give them treatment? ,Goa,sadness
2020-06-18,So a doctor and two patients who live close to my house have been found #Covid_19 positive great ,Goa,joy
