Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-04-17,Respected DM Katihar Shri Kanwal Tanuj  IAS   I salute your Captainship for Katihar district during lockdown of our country and against coronavirus fighting. Your works in such critical situations as DM of Katihar are very appreciable. https://katihar.nic.in/whoswho/kanwaltanujias/ via @TWITTER_HANDLE,Bihar,anger
2020-04-17,Now #China is revising the deaths in Wuhaan by #CoronaVirus increasing by 50% &amp; @xijingping is saying that there was no massaging of #Data by them. So can any one trust #China! I don’t. @plurals_bihar @WePlurals,Bihar,neutral
2020-04-17,At the moment of #Covid19 Pandemic It doesn’t feel nice to talk about Election of #BiharAssembly  but being such a young party as @plurals_bihar @WePlurals we must keep in mind that we have a very tough job ahead.,Bihar,joy
2020-04-17,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS :,Bihar,neutral
2020-04-17,(MAR) activities During lockdown period. #Topic - #COVID-19  Quarantine life and lessons for humanity #covid19  #Quarantine_days #blogger  #vikkutwist #Mar #social_distancing  #isolation #lockdown http://vikashsing.blogspot.com/2020/04/covid19quarantine-life-and-lessons-for.html,Bihar,joy
2020-04-17,Why this trend? At this time when all India and Indian are fighting together against #COVID19  we should not get involved into unnecessary things. Pls be united and fight against #COVID19. #TamilsAreNotHindu,Bihar,neutral
2020-04-17,Defence Minister Rajnath Singh today reviewed the activities of Armed Forces Medical Services (AFMS) and their assistance to civilian authorities to contain the spread of #COVID19. #AFMC #AFMS #AMC,Bihar,disgust
2020-04-17,Thank you so much mam.,Bihar,joy
2020-04-17,#IndiaFightsCorona Nationwide lockdown until 3rd May https://www.youtube.com/watch?v=N1M27OORTNA via NaMo App,Bihar,sadness
2020-04-17,#IndiaFightsCorona Lockdown 2.0- Things to know! https://www.youtube.com/watch?v=eVmaGYvLRk0 via NaMo App,Bihar,sadness
2020-04-17,#IndiaUnitedAgainstCorona From the old to the young  India’s corona warriors are united. Proactively everyone is following precautions and strengthening the fight against COVID-19. via NaMo App,Bihar,neutral
2020-04-17,#IndiaFightsCorona MNREGA work will also be allowed by following social distancing and use of protective gear. Priority to be given to irrigation and water conservation works under MNREGA. via NaMo App,Bihar,anger
2020-04-17,#IndiaFightsCorona To provide liquidity and credit support during the lockdown  the RBI  banks  ATMs  capital and debt markets as notified by SEBI and insurance companies remain functional. via NaMo App,Bihar,neutral
2020-04-17,#IndiaFightsCorona The revised guidelines aim to consolidate the gains achieved during the 1st phase of lockdown and further slow down the spread of COVID 19 and at the same time provide relief to farmers and labour and daily wage earners. via NaMo App,Bihar,neutral
2020-04-17,#IndiaFightsCorona Additional activities permitted from April 20 will be implemented in a phased manner only after monitoring the conditions in states. States and Union Territories have been directed not to dilute any instructions. via NaMo App,Bihar,neutral
2020-04-17,#IndiaFightsCorona India is actively containing COVID-19. The new guidelines by the Modi Govt prescribe SOPs for Social Distancing at offices  workplaces  factories and establishments and penalties for offences regarding violation of lockdown measures. via NaMo App,Bihar,neutral
2020-04-17,#IndiaFightsCorona Industrial establishments operating during lockdown via NaMo App ,Bihar,neutral
2020-04-17,#IndiaFightsCorona Industrial establishments operating during lockdown via NaMo App ,Bihar,neutral
2020-04-17,#IndiaFightsCorona Agriculture and related activities permitted via NaMo App ,Bihar,neutral
2020-04-17,#IndiaFightsCorona Ensuring social security during lockdown via NaMo App ,Bihar,fear
2020-04-17,#IndiaFightsCorona All Health services allowed to operate via NaMo App ,Bihar,neutral
2020-04-17,#IndiaFightsCorona Animal husbandry operations permitted via NaMo App ,Bihar,neutral
2020-04-17,#IndiaFightsCorona Tea and coffee plantation workers permitted via NaMo App ,Bihar,neutral
2020-04-17,#IndiaFightsCorona Hotspot and containment zone guidelines via NaMo App ,Bihar,anger
2020-04-17,#IndiaFightsCorona Ensuring safe drinking water via NaMo App ,Bihar,neutral
2020-04-17,#IndiaFightsCorona SOPs during lockdown via NaMo App ,Bihar,neutral
