Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-03-15,Thanks to Modi ji for effective steps against #coronavirus,Bihar,joy
2020-03-15,#CORONAVIRUS #Corona #Virus is not a jock Stop making fun and memes about it.. Pray for world peace..,Bihar,joy
2020-03-15,http://Ye.budha.ke.ghar.me.kya.kar.raha.tha.muslim.budha.ko.nahi.gira.sakta.budhist.gira.hua.insan.uper.ke.lie.prarthna.karne.ke.liye.hai.kya.ye.sugar.kutta.nahi.khaya.hai.sare..asjid.band.kare..b.n.jha.Viral video: 'Pathan Chacha' talks about Coronavirus ,Bihar,anger
2020-03-15,I just donated to the #COVID19Fund to support @WHO's response efforts to the global #COVID19 pandemic. Join me to help combat this growing global threat to people's health and well-being: ,Bihar,anger
2020-03-15,"we are open in mind and given apportunity to all SARK country to unite to solve ""CORONA VIRUS""issu Pakistan will never favour India's offer will always rais issue kasmir.we have offerd if doe'snot intrested forget PAK .",Chhattisgarh,disgust
2020-03-15,COVID-19 CORONA virus outbreak is going serious stay safe and sanitized Don't panick on rumers over social media or news Only refer to the authentic info http://www.mohfw.gov.in/,Chhattisgarh,neutral
2020-03-15,@MoHFW_INDIA @ChhattisgarhCMO @TS_SinghDeo @HealthCgGov Hand sanitizers and face masks vanished from chemist shops in many areas of the Raipur and adjoining towns as people resorted to panic buying amid the coronavirus outbreak. Some chemist shops have stocks selling at higherMRP,Chhattisgarh,sadness
2020-03-15,#IndiaFightsCoronavirus #SundayMotivation A public awareness campaign was launched against the corona virus in Raipur Chhattisgarh with the inspiration of Sant Rampal Ji Maharaj. ,Chhattisgarh,disgust
2020-03-15,Till now on #Coronavirus Total cases - 158 706 New cases - 2 104 Total Deaths - 5 845 New Deaths - 22 In India on #coronavirusindia Total cases - 107 New cases - +7 Total Deaths - 2 Total recovery - 10 Active cases - 95 #Coronaindia #coronavirusindia #COVID19india #COVIDー19,Chhattisgarh,sadness
2020-03-15,Thanks for sharing Helpline number. Sir small suggestion if we can place some hoarding on #Coronavirus. That ll help people to understand more about virus . People who not using smartphones will get to know. @bhupeshbaghel @TS_SinghDeo #COVID19india #coronavirusindia,Chhattisgarh,disgust
2020-03-15,Home quarantine to protect yourself  says PM Modi amid coronavirus scare https://www.livemint.com/news/india/home-quarantine-to-protect-yourself-says-pm-modi-amid-coronavirus-scare-11584180886072.html via NaMo App,Chhattisgarh,fear
