Tweet Posted Time (UTC),Tweet Content,Tweet Location,Emotion
2020-04-15,Thermal screening only confirm one of the symptoms of corona virus,Bihar,disgust
2020-04-15,Obama: I can't believe that Trump is blaming me for the Corona Virus situation in US. I mean  I am not even running the country at present... Nehru : Dude at least you are Alive ,Bihar,disgust
2020-04-15,Coronavirus: World surpasses two million confirmed cases #Coronavirus ,Bihar,neutral
2020-04-15,"Namaskar! Dear students  Today I invite all 12th class students to ask through my WhatsApp No. 7903225516 any Doubt/Confusion/ Problem to solve any question related to topic ""Relation and Function"" in mathematics between 2 p.m. to 4 p.m. during lockdown and against coronavirus. ",Bihar,neutral
2020-04-15,Nearest COVID19 case to my location is within 5 KM! Get the latest COVID19 stats and check from your family's location: https://indiasmile.org/covid Stay Indoors &amp; Stay Safe ,Bihar,neutral
2020-04-15,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https://play.google.com/store/apps/details?id=nic.goi.aarogyasetu iOS : https://apps.apple.com/in/app/aarogyasetu/id1505825357 @narendramodi @PMOIndia @AmitShah @SushilModi @SrBachchan @the_hindu,Bihar,neutral
2020-04-15,The #Covid19 crisis &amp; shutting of businesses in the Middle East have left thousands of Indian workers in deep distress &amp; desperate to return home. The Govt must organise flights to bring home our brothers &amp; sisters most in need of assistance  with quarantine plans in place.,Bihar,anger
2020-04-15,Many thanks Mr. Shah Rukh Khan for your kind contribution of 25 000 PPE kits. This will go a long way in supporting our fight against COVID19 &amp; protecting our frontline medical care team @iamsrk @MeerFoundation @CMOMaharashtra,Bihar,anger
2020-04-15,Me And My Full Family Use aarogya setu App regularly plz india let's fight Against corona. And Always help those people who helpless @PMOIndia @narendramodi,Bihar,anger
2020-04-15,COVID-19: How to Protect Yourself https://twitter.com/i/events/1249735459527254017 #Lockdown2 #StayHome #IndiaFightsCorona #StayHomeStaySafe,Bihar,anger
2020-04-15,That's quite misleading. Agree testing is not the cure  so is the case with #Lockdown21 or now #Lockdown2 which will only help in showing down and thereby containing the spread of virus. With large cases of #COVID19 being asymptomatic without testing how does one know?,Chhattisgarh,neutral
2020-04-15,What happened! It's like corona virus disease blood test?,Goa,sadness
2020-04-15,'Staying at home be like... All the greenary in backyard won't help pick up my mood... ' - Jody the cat #covid19 #covid19india #coronavirus #pandemic #health #indialockdown… https://www.instagram.com/p/B_ALfuSjTaQMZZwf7OJduAFyjHeQFBwXMSrvLg0/?igshid=xievi1vzdnz9,Goa,neutral
2020-04-15,Who is the person who is doing the most impressive work in connection with COVID-19? #COVID19India #Goa #Kerala #CovidHeroes #CoronavirusLockdown #coronavirus #FightAgainstCOVID19 #COVIDreliefIRS #LockDownDiary #CovidGoa #CovidHeroines #Love #PinarayiVijayan #NarendraModi,Goa,joy
2020-04-15,No  it will complicate the corona war. It may act like seedlings corona virus to country side.,Goa,anger
2020-04-15,Volunteered for @prudentgoa to cover the good work of GOA SIKH YOUTH. that is working tirelessly to feed more than 2000 needy people each day. Many might die of hunger before they die of Corona virus. Step up and share @goacm @SesaGoaIronOre @Coll_NorthGoa,Goa,sadness
2020-04-15,It's now we realise why the advance softwares should keep a check on vulnerability  but most of the times fail to identify new threats. While the ones under development  being the most susceptible  always strive under pressure to minimise the loopholes in the system. #Covid19,Goa,neutral
2020-04-15,'Staying at home be like... All the greenary in backyard won't help pick up my mood... ' - Jody the cat #covid19 #covid19india #coronavirus #pandemic #health #indialockdown… https://www.instagram.com/p/B_ALfuSjTaQMZZwf7OJduAFyjHeQFBwXMSrvLg0/?igshid=xievi1vzdnz9,Goa,neutral
2020-04-15,A special social message on #COVID19 to Stay at Home; through video. Released by @DGP_Goa #GoaPolice today Song composed by Dy SP Edwin colaco #GoaFightsCOVID19 @DrPramodPSawant @goacm,Goa,joy
2020-04-15,@sardesairajdeep please take up this #seafarers news on your show at 9pm. Many #Goans &amp; #Indian workers are stuck on the ship &amp; are at risk to #COVID19. Most of their family members are completely upset with the current government.,Goa,neutral
2020-04-15,Looks like our Math teachers did a poor job educating us. For most of us don't seem to understand the measure of 1 Metre. Guess we are still stuck with our great invention of Zero. #SocialDistancing #IndiaFightsCorona,Goa,neutral
2020-04-15,#TimesofIndia journalist wishes PM #NarendraModi &amp; #AmitShah gets infected with #CoronaVirus https://www.opindia.com/2020/04/samiya-latief-times-of-india-journalist-modi-coronavirus-wish/ via OpIndia_com – at Ahmedabad Haat,Gujarat,neutral
2020-04-15,A report reveals the business impact of #Coronavirus in the #US  including which categories are up and which are down. #SEO #DigitalMarketing https://www.searchenginejournal.com/coronavirus-and-the-impact-on-businesses-so-far-whos-up-whos-down/357308/?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=share-back-traffic via @MattGSouthern  @sejournal,Gujarat,anger
2020-04-15,US President @realDonaldTrump has suspended funding to World Health organisation as he accuses the “China centric” body of “severely mismanaging and covering up the spread of the coronavirus”. https://www.skynews.com.au/details/_6149422196001,Gujarat,disgust
2020-04-15, Stay Home  Stay Safe! #Lockdown2 #COVID19 #StayHome #IndiaFightsCorona,Gujarat,neutral
2020-04-15,Stay Home!! Stay Safe!! Stay Happy!! Stay Alive. We can Fight with COVID-19 #stayhomestaysafe #stayhealthy #stayhome #covi̇d19 #fightcovid19 #shreeyanoza #cutebaby #ideiscriativas #photoshoot #babyphotoshoot #babymodels #adorable #picoftheday #parenting #newbornphotography – at South-Bopal,Gujarat,neutral
2020-04-15,#StaySafeStayHealthy * COVID-19 updates as on 15.04.2020 at 8 AM * india Active Cases: *9 756* Cured/Discharged/Migrated cases: *1 306* Death cases: *377* #COVID #COVID19 #AlertaCOVID19,Gujarat,sadness
2020-04-15, Stay Home  Stay Safe! #Lockdown2 #COVID19 #StayHome #IndiaFightsCorona ,Gujarat,neutral
